row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,868.493.398.150,920.888.968.723,868493398150.0,920888968723.0
Dịch vụ đại lý bảo hiểm và phí liên kếtbảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kếtbảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kếtbảo hiểm,351.749.752.734,616.651.775.087,351749752734.0,616651775087.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,157.194.241.200,85.786.484.595,157194241200.0,85786484595.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,70.098.077.985,62.118.083.819,70098077985.0,62118083819.0
Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,10.615.094.546,1.796.581.530,10615094546.0,1796581530.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,2.493.849.397,2.874.652.803,2493849397.0,2874652803.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,276.342.382.288,151.661.390.889,276342382288.0,151661390889.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(89.606.004.679),(96.236.691.732),-89606004679.0,-96236691732.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(14.080.774.290),(2.245.248.941),-14080774290.0,-2245248941.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(10.943.648.218),(10.961.736.511),-10943648218.0,-10961736511.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,(2.418.750.000),(4.177.210.461),-2418750000.0,-4177210461.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(2.043.750.000),(76.004.545),-2043750000.0,-76004545.0
Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,(979.259.164),(964.864.553),-979259164.0,-964864553.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(953.026.694),(1.387.069.690),-953026694.0,-1387069690.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(58.186.796.313),(76.424.557.031),-58186796313.0,-76424557031.0
,,,778.887.393.471,824.652.276.991,778887393471.0,824652276991.0
