row_label_raw,row_label_full,col_0,Vốn điều lệ VND,Thăng dư vốn cổ phần VND,Quỹ của TCTD VND,Lợi nhuận chưa phân phối VND,Tổng cộng VND,numeric__Vốn điều lệ VND,numeric__Thăng dư vốn cổ phần VND,numeric__Quỹ của TCTD VND,numeric__Lợi nhuận chưa phân phối VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,10.959.063.430.000,1.702.961.297.348(275.000.000),1.605.440.094.315,3.162.622.438.078,17.430.087.259.741(275.000.000),10959063430000.0,,1605440094315.0,3162622438078.0,
Giảm trong năm,Giảm trong năm,Giảm trong năm,,,,,,,,,,
Tăng vốn từ chia cổ tức bằng cổ phiếu,Giảm trong năm > Tăng vốn từ chia cổ tức bằng cổ phiếu,Tăng vốn từ chia cổ tức bằng cổ phiếu,2.739.765.200.000,,,(2.739.765.200.000),,2739765200000.0,,,-2739765200000.0,
Lợi nhuận thuần trong năm,Giảm trong năm > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,,,,4.409.334.728.329,4.409.334.728.329,,,,4409334728329.0,4409334728329.0
Trích lập các quỹ,Giảm trong năm > Trích lập các quỹ,Trích lập các quỹ,,,661.400.209.249,(661.400.209.249),,,,661400209249.0,-661400209249.0,
"Trích lập quỹ khen thưởng, phúc lợi","Giảm trong năm > Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi",,,,(35.004.734.846),(35.004.734.846),,,,-35004734846.0,-35004734846.0
Số dư tại ngày 31 tháng 12 năm 2021,Giảm trong năm > Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,13.698.828.630.000,1.702.686.297.348,2.266.840.303.564,4.135.787.022.312,21.804.142.253.224,13698828630000.0,1702686297348.0,2266840303564.0,4135787022312.0,21804142253224.0
