row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Cho vay các tổ chức kinh tế và cá nhân trong nước,Cho vay các tổ chức kinh tế và cá nhân trong nước,Cho vay các tổ chức kinh tế và cá nhân trong nước,101.578.366.954.676,88.875.165.207.262,101578366954676.0,88875165207262.0
"Cho vay bằng vốn tài trợ, uỷ thác đầu tư","Cho vay bằng vốn tài trợ, uỷ thác đầu tư","Cho vay bằng vốn tài trợ, uỷ thác đầu tư",277.259.041.753,350.115.625.470,277259041753.0,350115625470.0
Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,184.934.472.446,2.261.139.375,184934472446.0,2261139375.0
Nợ cho vay được khoanh và nợ chờ xử lý,Nợ cho vay được khoanh và nợ chờ xử lý,Nợ cho vay được khoanh và nợ chờ xử lý,9.544.574.116,9.716.198.583,9544574116.0,9716198583.0
Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,627.995.464,627.995.464,627995464.0,627995464.0
,,,102.050.733.038.455,89.237.886.166.154,102050733038455.0,89237886166154.0
10.1 Phân tích chất lượng nợ cho vay,10.1 Phân tích chất lượng nợ cho vay,10.1 Phân tích chất lượng nợ cho vay,10.1 Phân tích chất lượng nợ cho vay,10.1 Phân tích chất lượng nợ cho vay,,
,,,Số dư cuối năm VND,Số dư đầu năm VND,,
Nợ đủ tiêu chuẩn,10.1 Phân tích chất lượng nợ cho vay > Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,98.364.606.862.235,85.018.855.999.477,98364606862235.0,85018855999477.0
Nợ cần chú ý,10.1 Phân tích chất lượng nợ cho vay > Nợ cần chú ý,Nợ cần chú ý,2.336.585.998.893,2.710.560.469.524,2336585998893.0,2710560469524.0
Nợ dưới tiêu chuẩn,10.1 Phân tích chất lượng nợ cho vay > Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,325.973.161.270,488.697.139.883,325973161270.0,488697139883.0
Nợ nghi ngờ,10.1 Phân tích chất lượng nợ cho vay > Nợ nghi ngờ,Nợ nghi ngờ,290.448.984.366,322.577.135.849,290448984366.0,322577135849.0
Nợ có khả năng mất vốn,10.1 Phân tích chất lượng nợ cho vay > Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,733.118.031.691,697.195.421.421,733118031691.0,697195421421.0
,,,102.050.733.038.455,89.237.886.166.154,102050733038455.0,89237886166154.0
10.2 Phân tích dư nợ theo thời gian,10.2 Phân tích dư nợ theo thời gian,10.2 Phân tích dư nợ theo thời gian,10.2 Phân tích dư nợ theo thời gian,10.2 Phân tích dư nợ theo thời gian,,
,,,Số dư cuối năm VND,Số dư đầu năm VND,,
Nợ ngắn hạn,10.2 Phân tích dư nợ theo thời gian > Nợ ngắn hạn,Nợ ngắn hạn,24.848.820.191.651,21.960.097.717.666,24848820191651.0,21960097717666.0
Nợ trung hạn,10.2 Phân tích dư nợ theo thời gian > Nợ trung hạn,Nợ trung hạn,23.358.567.091.763,23.864.544.098.978,23358567091763.0,23864544098978.0
Nợ dài hạn,10.2 Phân tích dư nợ theo thời gian > Nợ dài hạn,Nợ dài hạn,53.843.345.755.041,43.413.244.349.510,53843345755041.0,43413244349510.0
,,,102.050.733.038.455,89.237.886.166.154,102050733038455.0,89237886166154.0
10.3 Phân tích dư nợ theo tiền tệ,10.3 Phân tích dư nợ theo tiền tệ,10.3 Phân tích dư nợ theo tiền tệ,10.3 Phân tích dư nợ theo tiền tệ,10.3 Phân tích dư nợ theo tiền tệ,,
,,,Số dư cuối năm VND,Số dư đầu năm VND,,
Bằng VND,10.3 Phân tích dư nợ theo tiền tệ > Bằng VND,Bằng VND,98.179.098.111.154,85.730.082.904.985,98179098111154.0,85730082904985.0
Bằng ngoại tệ,10.3 Phân tích dư nợ theo tiền tệ > Bằng ngoại tệ,Bằng ngoại tệ,3.871.634.927.301,3.507.803.261.169,3871634927301.0,3507803261169.0
,,,102.050.733.038.455,89.237.886.166.154,102050733038455.0,89237886166154.0
Mức lãi suất cho vay vào thời điểm cuối năm tài chính của Ngân hàng như sau:,Mức lãi suất cho vay vào thời điểm cuối năm tài chính của Ngân hàng như sau:,Mức lãi suất cho vay vào thời điểm cuối năm tài chính của Ngân hàng như sau:,Mức lãi suất cho vay vào thời điểm cuối năm tài chính của Ngân hàng như sau:,Mức lãi suất cho vay vào thời điểm cuối năm tài chính của Ngân hàng như sau:,,
,,,Ngày 31 tháng 12 năm 2021 %/năm,Ngày 31 tháng 12 năm 2020 %/năm,,
Bằng VND,Bằng VND,Bằng VND,"5,19 - 27,00","5,35 - 27,00",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"1,63 - 5,74","1,70 - 6,00",,
