row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,111.634.639.953,60.981.499.542,111634639953.0,60981499542.0
Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,,
- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),Các khoản phải thu bên ngoài: > - Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),6.409.545.035.960,3.832.726.613.433,6409545035960.0,3832726613433.0
- Phải thu từ dịch vụ thanh toán,Các khoản phải thu bên ngoài: > - Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,4.837.367.513.959,1.506.416.189.388,4837367513959.0,1506416189388.0
- Phải thu hợp tác đầu tư (ii),Các khoản phải thu bên ngoài: > - Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),1.174.338.315.334,520.597.995.236,1174338315334.0,520597995236.0
- Đặt cọc thuê nhà và ký quỹ hoạt động khác,Các khoản phải thu bên ngoài: > - Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,199.710.728.960,197.656.340.804,199710728960.0,197656340804.0
- Tạm ứng án phí,Các khoản phải thu bên ngoài: > - Tạm ứng án phí,- Tạm ứng án phí,55.707.835.786,43.302.041.226,55707835786.0,43302041226.0
- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,Các khoản phải thu bên ngoài: > - Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,25.423.491.071,24.372.786.792,25423491071.0,24372786792.0
- Phải thu từ dịch vụ kiểu hối,Các khoản phải thu bên ngoài: > - Phải thu từ dịch vụ kiểu hối,- Phải thu từ dịch vụ kiểu hối,90.601.465,50.024.303.600,90601465.0,50024303600.0
- Phải thu từ bán trái phiếu,Các khoản phải thu bên ngoài: > - Phải thu từ bán trái phiếu,- Phải thu từ bán trái phiếu,-,117.487.712.405,,117487712405.0
- Các khoản phải thu khác,Các khoản phải thu bên ngoài: > - Các khoản phải thu khác,- Các khoản phải thu khác,-,1.232.356.653.000,,1232356653000.0
,,,116.906.549.385,140.512.590.982,116906549385.0,140512590982.0
,,,6.521.179.675.913,3.893.708.112.975,6521179675913.0,3893708112975.0
