row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2023 VND,2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2023 VND,numeric__2022 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,31,7.775.239.783.868,8.357.602.470.324,1.0,31.0,7775239783868.0,8357602470324.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,32,6.194.135.244.151,6.763.095.524.845,11.0,32.0,6194135244151.0,6763095524845.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,1.581.104.539.717,1.594.506.945.479,20.0,,1581104539717.0,1594506945479.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,33,182.694.013.188,95.203.791.873,21.0,33.0,182694013188.0,95203791873.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,34,967.330.851.856,766.697.259.907,22.0,34.0,967330851856.0,766697259907.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,843.641.541.921,605.030.533.904,23.0,,843641541921.0,605030533904.0
Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,24,,1.577.383.209,697.381.631,24.0,,1577383209.0,697381631.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,35,55.980.734.072,(8.391.008.009),25.0,35.0,55980734072.0,-8391008009.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,36,335.208.954.077,285.281.303.728,26.0,36.0,335208954077.0,285281303728.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),30,,406.855.396.109,646.820.563.357,30.0,,406855396109.0,646820563357.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,37,10.795.650.746,19.729.647.491,31.0,37.0,10795650746.0,19729647491.0
Chi phí khác,Chi phí khác,Chi phí khác,32,38,28.732.891.615,61.105.267.253,32.0,38.0,28732891615.0,61105267253.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,(17.937.240.869),(41.375.619.762),40.0,,-17937240869.0,-41375619762.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,388.918.155.240,605.444.943.595,50.0,,388918155240.0,605444943595.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,40,90.396.362.846,133.948.375.022,51.0,40.0,90396362846.0,133948375022.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,40,(4.511.197.107),(65.435.335.150),52.0,40.0,-4511197107.0,-65435335150.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),60,,303.032.989.501,536.931.903.723,60.0,,303032989501.0,536931903723.0
