row_label_raw,row_label_full,col_0,Mã số,2023 VND,2022 VND,numeric__Mã số,numeric__2023 VND,numeric__2022 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,31,3.213.643.532,97.424.400.000,31.0,3213643532.0,97424400000.0
Tiền thu từ đi vay và phát hành trái phiếu dài hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay và phát hành trái phiếu dài hạn,Tiền thu từ đi vay và phát hành trái phiếu dài hạn,33,5.792.450.483.265,8.718.887.919.551,33.0,5792450483265.0,8718887919551.0
Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,(7.161.637.703.122),(5.964.736.157.497),34.0,-7161637703122.0,-5964736157497.0
Tiền chi trả nợ thuê tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ thuê tài chính,Tiền chi trả nợ thuê tài chính,35,(1.577.956.458),-,35.0,-1577956458.0,
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,(124.230.827.303),(40.013.773.467),36.0,-124230827303.0,-40013773467.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(1.491.782.360.086),2.811.562.388.587,40.0,-1491782360086.0,2811562388587.0
Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),50,(514.089.992.740),292.234.290.861,50.0,-514089992740.0,292234290861.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,2.581.357.801.353,2.291.977.758.704,60.0,2581357801353.0,2291977758704.0
Ảnh hưởng của thay đổi tỷ giá hối doái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối doái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối doái quy đổi ngoại tệ,61,14.727.995.325,(2.737.538.787),61.0,14727995325.0,-2737538787.0
Chênh lệch tỷ giá hối doái do quy đổi đơn vị tiền tệ báo cáo,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Chênh lệch tỷ giá hối doái do quy đổi đơn vị tiền tệ báo cáo,Chênh lệch tỷ giá hối doái do quy đổi đơn vị tiền tệ báo cáo,61a,221.878.783,(116.709.425),,221878783.0,-116709425.0
Tiền và các khoản tương đương tiền cuối năm(70 = 50 + 60 + 61 + 61a)(Thuyết minh 5),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm(70 = 50 + 60 + 61 + 61a)(Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm(70 = 50 + 60 + 61 + 61a)(Thuyết minh 5),70,2.082.217.682.721,2.581.357.801.353,70.0,2082217682721.0,2581357801353.0
