row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất Năm,Năm đáo hạn,Tài sản bảo đảm,31/12/2023 VND,1/1/2023 VND,numeric__Loại tiền,numeric__Lãi suất Năm,numeric__Năm đáo hạn,numeric__Tài sản bảo đảm,numeric__31/12/2023 VND,numeric__1/1/2023 VND
Ngân hàng TMCP,Ngân hàng TMCP,Ngân hàng TMCP,VND,(*),2030,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3,310.709.898.607,346.709.898.607,,,2030.0,,310709898607.0,346709898607.0
Ngoại thương Việt Nam,Ngoại thương Việt Nam,Ngoại thương Việt Nam,VND,(**),2029,Tài sản hình thành từ Dự án Thủy điện Trung Thu,269.328.000.000,325.438.000.000,,,2029.0,,269328000000.0,325438000000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,VND,(*),2033,Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4,148.000.000.000,160.000.000.000,,,2033.0,,148000000000.0,160000000000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,VND,"10,7%",2028,Cầu 800 tấn ZCC9800W,55.900.000.000,68.300.000.000,,0.107,2028.0,,55900000000.0,68300000000.0
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,VND,(**),2030,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 1,386.968.395.700,428.768.395.700,,,2030.0,,386968395700.0,428768395700.0
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,VND,(*),2032,Tài sản hình thành từ Dự án Thủy điện Mông Ân,386.100.000.000,437.580.000.000,,,2032.0,,386100000000.0,437580000000.0
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,VND,(*),2030,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3A,152.212.523.972,152.212.523.972,,,2030.0,,152212523972.0,152212523972.0
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,VND,(*),2032,Tài sản hình thành từ Dự án Thủy điện Bảo Lạc B,305.034.568.179,335.082.568.179,,,2032.0,,305034568179.0,335082568179.0
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,VND,(*),2032,Tài sản hình thành từ Dự án Nhà máy Tuyển quặng Niken - Đồng,983.905.248.588,922.730.554.943,,,2032.0,,983905248588.0,922730554943.0
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,VND,(*),2028,Tài sản hình thành từ Dự án Nhà máy Mã kẽm Thái Nguyên,54.573.185.348,59.279.968.311,,,2028.0,,54573185348.0,59279968311.0
