row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,388.918.155.240,605.444.943.595,388918155240.0,605444943595.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,77.783.631.048,121.088.988.719,77783631048.0,121088988719.0
Ảnh hưởng của bút toán hợp nhất không làm phát sinh chênh lệch tạm thời,Ảnh hưởng của bút toán hợp nhất không làm phát sinh chênh lệch tạm thời,Ảnh hưởng của bút toán hợp nhất không làm phát sinh chênh lệch tạm thời,9.101.923.739,7.362.629.413,9101923739.0,7362629413.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,-,(1.857.240),,-1857240.0
Biến động chênh lệch tạm thời không được ghi nhận,Biến động chênh lệch tạm thời không được ghi nhận,Biến động chênh lệch tạm thời không được ghi nhận,27.265.259.748,(21.960.987),27265259748.0,-21960987.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,2.478.022.148,3.719.212.529,2478022148.0,3719212529.0
Uu đãi thuế,Uu đãi thuế,Uu đãi thuế,(49.376.581.072),(66.620.337.499),-49376581072.0,-66620337499.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,6.042.995.888,2.696.977.536,6042995888.0,2696977536.0
Ảnh hưởng của mức thuế suất khác tại công ty con,Ảnh hưởng của mức thuế suất khác tại công ty con,Ảnh hưởng của mức thuế suất khác tại công ty con,(520.390.729),-,-520390729.0,
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,12.876.801.694,1.217.738.427,12876801694.0,1217738427.0
Khác,Khác,Khác,233.503.275,(928.351.026),233503275.0,-928351026.0
,,,85.885.165.739,68.513.039.872,85885165739.0,68513039872.0
