row_label_raw,row_label_full,Vay ngắn hạn,Vay ngắn hạn_1,Vay ngắn hạn_2,Vay ngắn hạn_3,Vay ngắn hạn_4,Vay ngắn hạn_5,numeric__Vay ngắn hạn_1,numeric__Vay ngắn hạn_2,numeric__Vay ngắn hạn_3,numeric__Vay ngắn hạn_4,numeric__Vay ngắn hạn_5
,,,1/1/2023Giá trị ghi số và số có khả năng trả nợ VND,Biến động trong năm,Biến động trong năm,Biến động trong năm,31/12/2023Giá trị ghi số và số có khả năng trả nợ VND,,,,,
,,,1/1/2023Giá trị ghi số và số có khả năng trả nợ VND,Tăng VND,Giảm VND,Chênh lệch tỷ giá chưa thực hiện VND,31/12/2023Giá trị ghi số và số có khả năng trả nợ VND,,,,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.231.035.358.111,5.514.940.650.896,(6.653.597.214.163),-,2.092.378.794.844,3231035358111.0,5514940650896.0,-6653597214163.0,,2092378794844.0
Vay dài hạn đến hạn trả (Thuyết minh 25(b)),Vay dài hạn đến hạn trả (Thuyết minh 25(b)),Vay dài hạn đến hạn trả (Thuyết minh 25(b)),446.229.109.963,741.398.563.981,(446.229.088.337),3.114.364.104,744.512.949.711,446229109963.0,741398563981.0,-446229088337.0,3114364104.0,744512949711.0
Nợ gốc thuê tài chính đến hạn trả,Nợ gốc thuê tài chính đến hạn trả,Nợ gốc thuê tài chính đến hạn trả,-,1.586.588.808,-,-,1.586.588.808,,1586588808.0,,,1586588808.0
,,,3.677.264.468.074,6.257.925.803.685,(7.099.826.302.500),3.114.364.104,2.838.478.333.363,3677264468074.0,6257925803685.0,-7099826302500.0,3114364104.0,2838478333363.0
