row_label_raw,row_label_full,Tập đoàn Điện lực Việt Nam > Ban Quản lý Dự án các Công trình Điện Miền Nam > Ban Quản lý Dự án Điện 2 - Tập đoàn Điện lực Việt Nam,31/12/2023VND > 300.562.675.147 > 199.345.804.016 > 162.767.074.244,1/1/2023VND > 215.960.677.903 > 182.712.948.137 > -,numeric__31/12/2023VND > 300.562.675.147 > 199.345.804.016 > 162.767.074.244,numeric__1/1/2023VND > 215.960.677.903 > 182.712.948.137 > -
Ban Quản lý Dự án Phát triển Điện lực Hà Nội – Tổng Công ty Điện lực Thành phố Hà Nội,Ban Quản lý Dự án Phát triển Điện lực Hà Nội – Tổng Công ty Điện lực Thành phố Hà Nội,Ban Quản lý Dự án Phát triển Điện lực Hà Nội – Tổng Công ty Điện lực Thành phố Hà Nội,152.899.801.367,19.215.144.250,152899801367.0,19215144250.0
Công ty Cổ phần Đầu tư và Xây dựng Thương mại,Công ty Cổ phần Đầu tư và Xây dựng Thương mại,Công ty Cổ phần Đầu tư và Xây dựng Thương mại,115.783.438.893,-,115783438893.0,
Tân Việt,Tân Việt,Tân Việt,,,,
Ban Quản lý Dự án các Công trình Điện Miền Trung,Tân Việt > Ban Quản lý Dự án các Công trình Điện Miền Trung,Ban Quản lý Dự án các Công trình Điện Miền Trung,79.296.269.106,67.422.966.473,79296269106.0,67422966473.0
Ban Quản lý Dự án các Công trình Điện Miền Bắc,Tân Việt > Ban Quản lý Dự án các Công trình Điện Miền Bắc,Ban Quản lý Dự án các Công trình Điện Miền Bắc,76.016.197.514,82.986.303.726,76016197514.0,82986303726.0
Công ty Cổ phần Năng lượng Diện gió Tiền Giang,Tân Việt > Công ty Cổ phần Năng lượng Diện gió Tiền Giang,Công ty Cổ phần Năng lượng Diện gió Tiền Giang,50.000.000.000,758.952.550.730,50000000000.0,758952550730.0
Các khoản phải thu khách hàng khác,Tân Việt > Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,791.498.521.618,927.909.249.405,791498521618.0,927909249405.0
,,,1.928.169.781.905,2.255.159.840.624,1928169781905.0,2255159840624.0
