row_label_raw,row_label_full,col_0,Mã số,2023 VND,2022 VND,numeric__Mã số,numeric__2023 VND,numeric__2022 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,388.918.155.240,605.444.943.595,1.0,388918155240.0,605444943595.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,763.378.294.562,626.513.539.370,2.0,763378294562.0,626513539370.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,8.927.585.946,(17.762.786.386),3.0,8927585946.0,-17762786386.0
Lỗ chênh lệch tỷ giá đánh giá lại các khoản mục có gốc ngoại tệ,Điều chỉnh cho các khoản > Lỗ chênh lệch tỷ giá đánh giá lại các khoản mục có gốc ngoại tệ,Lỗ chênh lệch tỷ giá đánh giá lại các khoản mục có gốc ngoại tệ,04,87.854.980.078,131.056.690.530,4.0,87854980078.0,131056690530.0
Lãi từ hoạt động đầu tư,Điều chỉnh cho các khoản > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(188.221.520.054),(92.543.222.753),5.0,-188221520054.0,-92543222753.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,848.375.555.662,608.141.738.226,6.0,848375555662.0,608141738226.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,1.909.233.051.434,1.860.850.902.582,8.0,1909233051434.0,1860850902582.0
Biến động các khoản phải thu,Điều chỉnh cho các khoản > Biến động các khoản phải thu,Biến động các khoản phải thu,09,413.735.295.286,34.259.440.774,9.0,413735295286.0,34259440774.0
Biến động hàng tồn kho,Điều chỉnh cho các khoản > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(23.954.281.021),22.306.830.066,10.0,-23954281021.0,22306830066.0
Biến động các khoản phải trả và nợ phải trả khác,Điều chỉnh cho các khoản > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,(281.225.384.255),116.259.586.529,11.0,-281225384255.0,116259586529.0
Biến động chi phí trả trước,Điều chỉnh cho các khoản > Biến động chi phí trả trước,Biến động chi phí trả trước,12,12.055.953.375,(50.121.035.517),12.0,12055953375.0,-50121035517.0
,,,,2.029.844.634.819,1.983.555.724.434,,2029844634819.0,1983555724434.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(860.760.606.701),(574.362.003.548),14.0,-860760606701.0,-574362003548.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(102.724.509.099),(82.088.818.415),15.0,-102724509099.0,-82088818415.0
Tiền chi khác cho hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(34.052.117.239),(37.977.480.668),17.0,-34052117239.0,-37977480668.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.032.307.401.780,1.289.127.421.803,20.0,1032307401780.0,1289127421803.0
