row_label_raw,row_label_full,col_0,Chi phí sửa chữa lớntài sản cố địnhVND,Dự phòng khácVND,Tổng cộngVND,numeric__Chi phí sửa chữa lớntài sản cố địnhVND,numeric__Dự phòng khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,340.232.704.825,14.718.019.197,354.950.724.022,340232704825.0,14718019197.0,354950724022.0
Trích lập thuần trong năm,Trích lập thuần trong năm,Trích lập thuần trong năm,291.500.200.861,-,291.500.200.861,291500200861.0,,291500200861.0
Hoàn nhập trong năm,Hoàn nhập trong năm,Hoàn nhập trong năm,(24.215.600.207),-,(24.215.600.207),-24215600207.0,,-24215600207.0
Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,(81.277.653.662),-,(81.277.653.662),-81277653662.0,,-81277653662.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,526.239.651.817,14.718.019.197,540.957.671.014,526239651817.0,14718019197.0,540957671014.0
