row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
"Tập đoàn Công nghiệp – Năng lượng Quốc gia Việt Nam(trước đây là Tập đoàn Dầu khí Quốc gia Việt Nam), gọi tất là “PVN”","Tập đoàn Công nghiệp – Năng lượng Quốc gia Việt Nam(trước đây là Tập đoàn Dầu khí Quốc gia Việt Nam), gọi tất là “PVN”","Tập đoàn Công nghiệp – Năng lượng Quốc gia Việt Nam(trước đây là Tập đoàn Dầu khí Quốc gia Việt Nam), gọi tất là “PVN”",Công ty mẹ,
Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,Đơn vị phụ thuộc của PVN,
Tổng Công ty Dầu Việt Nam – Công ty cổ phần,Tổng Công ty Dầu Việt Nam – Công ty cổ phần,Tổng Công ty Dầu Việt Nam – Công ty cổ phần,Công ty con của PVN,
Công ty Cổ phần Lọc hoá đầu Bình Sơn,Công ty Cổ phần Lọc hoá đầu Bình Sơn,Công ty Cổ phần Lọc hoá đầu Bình Sơn,Công ty con của PVN,
Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,Công ty con của PVN,
Tổng Công ty Khí Việt Nam – Công ty cổ phần,Tổng Công ty Khí Việt Nam – Công ty cổ phần,Tổng Công ty Khí Việt Nam – Công ty cổ phần,Công ty con của PVN,
Tổng Công ty Phân bón và Hoá chất Dầu khí - Công ty cổ phần,Tổng Công ty Phân bón và Hoá chất Dầu khí - Công ty cổ phần,Tổng Công ty Phân bón và Hoá chất Dầu khí - Công ty cổ phần,Công ty con của PVN,
Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,Công ty con của PVN,
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Công ty con của PVN,
Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Công ty con của PVN,
Tổng Công ty Bảo dưỡng Sửa chữa Công trình Dầu khí,Tổng Công ty Bảo dưỡng Sửa chữa Công trình Dầu khí,Tổng Công ty Bảo dưỡng Sửa chữa Công trình Dầu khí,Công ty con của PVN,
Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Công ty con của PVN,
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty con của PVN,
Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty con của PVN,
Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty con của PVN,
Liên doanh Việt-Nga Vietsovpetro,Liên doanh Việt-Nga Vietsovpetro,Liên doanh Việt-Nga Vietsovpetro,Công ty liên doanh của PVN,
Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Công ty liên doanh của PVN,
Công ty Cổ phần Dịch vụ Khai thác Dầu khí PTSC,Công ty Cổ phần Dịch vụ Khai thác Dầu khí PTSC,Công ty Cổ phần Dịch vụ Khai thác Dầu khí PTSC,Công ty liên kết,
"Các ông/bà thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng giám đốc và Kế toán trưởng","Các ông/bà thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng giám đốc và Kế toán trưởng","Các ông/bà thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng giám đốc và Kế toán trưởng",Người nội bộ,
