row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 1.338.454.728.726 > 1.467.224.327.823 > 3.258.067.592.069 > 1.320.761.324.154,Số đầu nămVND > 1.419.349.127.865 > 1.291.403.188.216 > 2.931.153.003.066 > 938.894.859.543,numeric__Số cuối nămVND > 1.338.454.728.726 > 1.467.224.327.823 > 3.258.067.592.069 > 1.320.761.324.154,numeric__Số đầu nămVND > 1.419.349.127.865 > 1.291.403.188.216 > 2.931.153.003.066 > 938.894.859.543
,,,7.384.507.972.772,6.580.800.178.690,7384507972772.0,6580800178690.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),(1.338.454.728.726),(1.419.349.127.865),-1338454728726.0,-1419349127865.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,6.046.053.244.046,5.161.451.050.825,6046053244046.0,5161451050825.0
