row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,7.522.113.324.368,6.648.001.421.674,,100.0,,7522113324368.0,6648001421674.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,1.899.525.806.593,1.152.030.770.539,,110.0,5.0,1899525806593.0,1152030770539.0
1.,1.,1.,Tiền,111,,941.616.389.545,557.510.770.539,,111.0,,941616389545.0,557510770539.0
2.,2.,2.,Các khoản tương đương tiền,112,,957.909.417.048,594.520.000.000,,112.0,,957909417048.0,594520000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,2.999.126.793.824,3.357.277.835.242,,120.0,,2999126793824.0,3357277835242.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,6,2.999.126.793.824,3.357.277.835.242,,123.0,6.0,2999126793824.0,3357277835242.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.833.081.705.927,1.311.639.971.868,,130.0,,1833081705927.0,1311639971868.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,1.517.829.993.363,1.079.926.463.852,,131.0,7.0,1517829993363.0,1079926463852.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,75.277.555.108,43.962.274.251,,132.0,,75277555108.0,43962274251.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,324.961.524.563,273.975.515.319,,136.0,8.0,324961524563.0,273975515319.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(84.987.367.107),(86.896.099.736),,137.0,9.0,-84987367107.0,-86896099736.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,-,671.818.182,,139.0,,,671818182.0
IV.,IV.,IV.,Hàng tồn kho,140,,345.436.337.479,331.073.290.370,,140.0,,345436337479.0,331073290370.0
1.,1.,1.,Hàng tồn kho,141,10,345.436.337.479,331.073.290.370,,141.0,10.0,345436337479.0,331073290370.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,444.942.680.545,495.979.553.655,,150.0,,444942680545.0,495979553655.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,89.467.288.504,86.929.265.466,,151.0,11.0,89467288504.0,86929265466.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,355.456.396.268,409.030.792.416,,152.0,,355456396268.0,409030792416.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,18,18.995.773,19.495.773,,153.0,18.0,18995773.0,19495773.0
