row_label_raw,row_label_full,col_0,CHÌ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,-,140.665.318.560,,31.0,,140665318560.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,3.319.017.943.502,2.736.032.497.144,,33.0,3319017943502.0,2736032497144.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(2.548.230.090.294),(1.808.754.133.703),,34.0,-2548230090294.0,-1808754133703.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(69.321.748.620),(152.170.634.540),,36.0,-69321748620.0,-152170634540.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,701.466.104.588,915.773.047.461,,40.0,701466104588.0,915773047461.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,739.309.082.822,166.300.246.377,,50.0,739309082822.0,166300246377.0
4.,III. > 4.,4.,Tiền và tương đương tiền đầu năm,60,1.152.030.770.539,979.225.965.598,,60.0,1152030770539.0,979225965598.0
4.,III. > 4.,4.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,8.185.953.232,6.504.558.564,,61.0,8185953232.0,6504558564.0
4.,III. > 4.,4.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,1.899.525.806.593,1.152.030.770.539,,70.0,1899525806593.0,1152030770539.0
