row_label_raw,row_label_full,col_0,Số đã trình bàyVND,Thay đổiVND,Số trình bày lạiVND,numeric__Số đã trình bàyVND,numeric__Thay đổiVND,numeric__Số trình bày lạiVND
Lợi nhuận trong năm phân bổ cho các cổ đông sở hữu cổ phần phổ thông của Công ty mẹ (VND),Lợi nhuận trong năm phân bổ cho các cổ đông sở hữu cổ phần phổ thông của Công ty mẹ (VND),Lợi nhuận trong năm phân bổ cho các cổ đông sở hữu cổ phần phổ thông của Công ty mẹ (VND),1.093.233.969.561,-,1.093.233.969.561,1093233969561.0,,1093233969561.0
"Trừ: Trích lập Quỹ khen thưởng, phúc lợi (VND)","Trừ: Trích lập Quỹ khen thưởng, phúc lợi (VND)","Trừ: Trích lập Quỹ khen thưởng, phúc lợi (VND)",(68.123.849.671),1.863.060.071,(66.260.789.600),-68123849671.0,1863060071.0,-66260789600.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),1.025.110.119.890,1.863.060.071,1.026.973.179.961,1025110119890.0,1863060071.0,1026973179961.0
Số bình quân gia quyền của cổ phần phổ thông để tính lãi cơ bản trên cổ phiếu,Số bình quân gia quyền của cổ phần phổ thông để tính lãi cơ bản trên cổ phiếu,Số bình quân gia quyền của cổ phần phổ thông để tính lãi cơ bản trên cổ phiếu,356.012.638,113.918.597,469.931.235,356012638.0,113918597.0,469931235.0
Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),2.879,694,2.185,2879.0,694.0,2185.0
