row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm,Số cuối nămVND > 77.556.117.333 > 77.556.117.335,Số đầu nămVND > 77.556.117.333 > 155.112.234.668,numeric__Số cuối nămVND > 77.556.117.333 > 77.556.117.335,numeric__Số đầu nămVND > 77.556.117.333 > 155.112.234.668
,,,232.668.352.001,310.224.469.334,232668352001.0,310224469334.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần phải trả ngắn hạn khác),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần phải trả ngắn hạn khác),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần phải trả ngắn hạn khác),(77.556.117.333),(77.556.117.333),-77556117333.0,-77556117333.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,155.112.234.668,232.668.352.001,155112234668.0,232668352001.0
