row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,10.818.467.171.939,9.468.678.507.601,,300.0,,10818467171939.0,9468678507601.0
I.,I.,I.,Nợ ngắn hạn,310,,4.067.395.141.144,3.714.296.573.614,,310.0,,4067395141144.0,3714296573614.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,1.251.932.550.090,872.605.959.416,,311.0,16.0,1251932550090.0,872605959416.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,17,14.427.280.923,32.141.459.207,,312.0,17.0,14427280923.0,32141459207.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,18,137.295.592.231,169.067.010.541,,313.0,18.0,137295592231.0,169067010541.0
4.,4.,4.,Phải trả người lao động,314,,368.637.257.819,323.154.572.480,,314.0,,368637257819.0,323154572480.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,19,171.377.497.316,161.752.841.337,,315.0,19.0,171377497316.0,161752841337.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,73.190.668.049,75.494.312.838,,318.0,,73190668049.0,75494312838.0
7.,7.,7.,Phải trả ngắn hạn khác,319,20,205.810.005.668,146.256.432.610,,319.0,20.0,205810005668.0,146256432610.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,22,1.394.164.249.726,1.488.402.615.113,,320.0,22.0,1394164249726.0,1488402615113.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,21,266.959.820.218,285.597.688.531,,321.0,21.0,266959820218.0,285597688531.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,183.600.219.104,159.823.681.541,,322.0,,183600219104.0,159823681541.0
II.,II.,II.,Nợ dài hạn,330,,6.751.072.030.795,5.754.381.933.987,,330.0,,6751072030795.0,5754381933987.0
1.,1.,1.,Phải trả dài hạn khác,337,20,231.710.199.662,309.346.396.995,,337.0,20.0,231710199662.0,309346396995.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,23,6.245.363.980.337,5.375.530.706.560,,338.0,23.0,6245363980337.0,5375530706560.0
3.,3.,3.,Thuế thu nhập hoãn lại phải trả,341,15,,151.794.941,,341.0,15.0,,151794941.0
4.,4.,4.,Dự phòng phải trả dài hạn,342,21,273.997.850.796,69.353.035.491,,342.0,21.0,273997850796.0,69353035491.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,11.490.189.283.998,10.389.474.545.148,,400.0,,11490189283998.0,10389474545148.0
I.,I.,I.,Vốn chủ sở hữu,410,24,11.490.189.283.998,10.389.474.545.148,,410.0,24.0,11490189283998.0,10389474545148.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.699.312.350.000,3.560.126.380.000,,411.0,,4699312350000.0,3560126380000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.699.312.350.000,3.560.126.380.000,,,,4699312350000.0,3560126380000.0
2.,2.,2.,Vốn khác của chủ sở hữu,414,,586.881.430.000,427.875.980.000,,414.0,,586881430000.0,427875980000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,1.888.938.637.936,1.711.393.995.572,,418.0,,1888938637936.0,1711393995572.0
4.,4.,4.,Quỹ khác thuộc vốn chủ sở hữu,420,,46.060.439.748,46.060.439.748,,420.0,,46060439748.0,46060439748.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,1.451.819.747.325,1.973.676.231.272,,421.0,,1451819747325.0,1973676231272.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,414.046.965.342,880.442.261.711,,,,414046965342.0,880442261711.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.037.772.781.983,1.093.233.969.561,,,,1037772781983.0,1093233969561.0
6.,6.,6.,Lợi ích cổ đông không kiểm soát,429,,2.817.176.678.989,2.670.341.518.556,,429.0,,2817176678989.0,2670341518556.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,22.308.656.455.937,19.858.153.052.749,,440.0,,22308656455937.0,19858153052749.0
