row_label_raw,row_label_full,Lợi nhuận trong năm (VND),Năm nay > 1.328.896.801.463,Năm trước(trình bày lại) > 1.469.628.360.919,numeric__Năm nay > 1.328.896.801.463,numeric__Năm trước(trình bày lại) > 1.469.628.360.919
Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,,,,
- Cổ đông không kiểm soát (VND),Phân bổ cho: > - Cổ đông không kiểm soát (VND),- Cổ đông không kiểm soát (VND),291.124.019.480,376.394.391.358,291124019480.0,376394391358.0
- Cổ đông của Công ty mẹ (VND),Phân bổ cho: > - Cổ đông của Công ty mẹ (VND),- Cổ đông của Công ty mẹ (VND),1.037.772.781.983,1.093.233.969.561,1037772781983.0,1093233969561.0
"Trừ: trích lập Quỹ khen thường, phúc lợi (VND)","Phân bổ cho: > Trừ: trích lập Quỹ khen thường, phúc lợi (VND)","Trừ: trích lập Quỹ khen thường, phúc lợi (VND)",(62.899.293.174),(66.260.789.600),-62899293174.0,-66260789600.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu,Phân bổ cho: > Lợi nhuận để tính lãi cơ bản trên cổ phiếu,Lợi nhuận để tính lãi cơ bản trên cổ phiếu,974.873.488.809,1.026.973.179.961,974873488809.0,1026973179961.0
Số bình quân gia quyền của cổ phiếu phổ thôngđể tính lãi cơ bản trên cổ phiếu,Phân bổ cho: > Số bình quân gia quyền của cổ phiếu phổ thôngđể tính lãi cơ bản trên cổ phiếu,Số bình quân gia quyền của cổ phiếu phổ thôngđể tính lãi cơ bản trên cổ phiếu,469.931.235,469.931.235,469931235.0,469931235.0
Lãi cơ bản trên cổ phiếu (VND),Phân bổ cho: > Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),2.075,2.185,2075.0,2185.0
