row_label_raw,row_label_full,Ông Nguyễn Duyên Hiếu,Tổng Giám đốc kiểm Người đại diện pháp luật,numeric__Tổng Giám đốc kiểm Người đại diện pháp luật
Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Phó Tổng Giám đốc,
Ông Nguyễn Quốc Thịnh,Ông Nguyễn Quốc Thịnh,Ông Nguyễn Quốc Thịnh,Phó Tổng Giám đốc,
Ông Nguyễn Viết Long,Ông Nguyễn Viết Long,Ông Nguyễn Viết Long,Phó Tổng Giám đốc,
Ông Lê Mạnh Tuán,Ông Lê Mạnh Tuán,Ông Lê Mạnh Tuán,Phó Tổng Giám đốc,
Ông Hồ Sĩ Thuận,Ông Hồ Sĩ Thuận,Ông Hồ Sĩ Thuận,Phó Tổng Giám đốc,
