row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Dự án Gem Riverside,Dự án Gem Riverside,Dự án Gem Riverside,1.427.246.028.060,1.098.991.356.286,1427246028060.0,1098991356286.0
Dự án Opal Oceanview,Dự án Opal Oceanview,Dự án Opal Oceanview,381.007.976.880,187.184.552.749,381007976880.0,187184552749.0
Dự án Opal Boulevard,Dự án Opal Boulevard,Dự án Opal Boulevard,369.306.184.101,-,369306184101.0,
Dự án Opal City,Dự án Opal City,Dự án Opal City,347.640.121.189,328.514.979.385,347640121189.0,328514979385.0
Dự án Tuyên Sơn,Dự án Tuyên Sơn,Dự án Tuyên Sơn,308.575.184.627,303.530.003.920,308575184627.0,303530003920.0
Dự án Khu dân cư Sunshine,Dự án Khu dân cư Sunshine,Dự án Khu dân cư Sunshine,194.891.178.345,-,194891178345.0,
Dự án Sunview Sky,Dự án Sunview Sky,Dự án Sunview Sky,183.518.338.952,-,183518338952.0,
Dự án Luxstar,Dự án Luxstar,Dự án Luxstar,118.101.677.405,116.550.245.073,118101677405.0,116550245073.0
Dự án One River - Phú Mỹ An,Dự án One River - Phú Mỹ An,Dự án One River - Phú Mỹ An,116.952.389.392,81.214.000.000,116952389392.0,81214000000.0
Dự án Hiệp Bình Phước - Thủ Đức,Dự án Hiệp Bình Phước - Thủ Đức,Dự án Hiệp Bình Phước - Thủ Đức,110.955.308.074,110.767.366.381,110955308074.0,110767366381.0
Dự án Opal Skyview,Dự án Opal Skyview,Dự án Opal Skyview,98.363.876.512,86.202.258.536,98363876512.0,86202258536.0
Dự án C1,Dự án C1,Dự án C1,45.962.759.558,-,45962759558.0,
Dự án Lakeside,Dự án Lakeside,Dự án Lakeside,42.473.019.249,-,42473019249.0,
Dự án C2,Dự án C2,Dự án C2,41.101.724.063,-,41101724063.0,
Dự án Khu dân cư Gold Hill,Dự án Khu dân cư Gold Hill,Dự án Khu dân cư Gold Hill,1.682.557.035,3.709.703.388,1682557035.0,3709703388.0
Dự án Lux Garden,Dự án Lux Garden,Dự án Lux Garden,-,264.828.437.402,,264828437402.0
Dự án Opal Garden,Dự án Opal Garden,Dự án Opal Garden,-,246.243.340.818,,246243340818.0
Dự án Luxcity,Dự án Luxcity,Dự án Luxcity,-,72.187.671.780,,72187671780.0
Dự án Sài Đồng,Dự án Sài Đồng,Dự án Sài Đồng,-,60.681.447.741,,60681447741.0
Khác,Khác,Khác,12.758.138.984,4.603.929.156,12758138984.0,4603929156.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.800.536.462.426,2.965.209.292.615,3800536462426.0,2965209292615.0
