row_label_raw,row_label_full,col_0,Dịch vụbắt động sản,Đầu tư và phát triểndự án bắt động sản,Dịch vụ xây dựng,Loại trừ,Tổng cộng,numeric__Dịch vụbắt động sản,numeric__Đầu tư và phát triểndự án bắt động sản,numeric__Dịch vụ xây dựng,numeric__Loại trừ,numeric__Tổng cộng
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,,,,,
Doanh thu thuầnDoanh thu hoạt động kinh doanh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 > Doanh thu thuầnDoanh thu hoạt động kinh doanh,Doanh thu thuầnDoanh thu hoạt động kinh doanh,2.630.856.419.983,1.678.082.829.667,627.651.138.414,(291.271.825.532),4.645.318.562.532,2630856419983.0,1678082829667.0,627651138414.0,-291271825532.0,4645318562532.0
Kết quả hoạt động kinh doanhLợi nhuận gộp của bộ phậnChi phí không phân bổ,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 > Kết quả hoạt động kinh doanhLợi nhuận gộp của bộ phậnChi phí không phân bổ,Kết quả hoạt động kinh doanhLợi nhuận gộp của bộ phậnChi phí không phân bổ,1.967.984.350.776,633.371.322.940,37.188.056.075,(23.769.545.849),2.614.774.183.942(779.732.431.675),1967984350776.0,633371322940.0,37188056075.0,-23769545849.0,
Lợi nhuận từ hoạt động kinh doanhLợi nhuận từ công ty liên kếtDoanh thu hoạt động tài chínhChi phí tài chínhLỗ khác,Lợi nhuận từ hoạt động kinh doanhLợi nhuận từ công ty liên kếtDoanh thu hoạt động tài chínhChi phí tài chínhLỗ khác,Lợi nhuận từ hoạt động kinh doanhLợi nhuận từ công ty liên kếtDoanh thu hoạt động tài chínhChi phí tài chínhLỗ khác,,,,,1.835.041.752.267256.266.984.265206.731.318.326(190.754.523.920)(5.501.038.880),,,,,
Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại,Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại,Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại,,,,,2.101.784.492.058(381.773.261.869)2.783.512.358,,,,,
Lợi nhuận thuần sau thuếLợi ích cổ đông không kiểm soát,Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại > Lợi nhuận thuần sau thuếLợi ích cổ đông không kiểm soát,Lợi nhuận thuần sau thuếLợi ích cổ đông không kiểm soát,,,,,1.722.794.742.547544.367.757.284,,,,,1.7227947425475444e+24
Lợi nhuận sau thuế công ty mẹVào ngày 31 tháng 12 năm 2018,Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại > Lợi nhuận sau thuế công ty mẹVào ngày 31 tháng 12 năm 2018,Lợi nhuận sau thuế công ty mẹVào ngày 31 tháng 12 năm 2018,,,,,1.178.426.985.263,,,,,1178426985263.0
Tài sản và công nợTài sản bộ phậnTài sản không phân bổ,Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại > Tài sản và công nợTài sản bộ phậnTài sản không phân bổ,Tài sản và công nợTài sản bộ phậnTài sản không phân bổ,4.639.316.087.714,9.504.012.104.527,390.715.652.226,(3.665.423.776.106),10.868.620.068.3612.860.094.672.180,4639316087714.0,9504012104527.0,390715652226.0,-3665423776106.0,1.0868620068361286e+26
Tổng tài sảnCông nợ bộ phậnCông nợ không phân bổ,Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại > Tổng tài sảnCông nợ bộ phậnCông nợ không phân bổ,Tổng tài sảnCông nợ bộ phậnCông nợ không phân bổ,1.939.870.082.831,5.253.321.250.047,371.701.546.614,(1.975.471.397.187),13.728.714.740.5415.589.421.482.3051.940.199.172.253,1939870082831.0,5253321250047.0,371701546614.0,-1975471397187.0,1.372871474054156e+39
Tổng công nợ,Lợi nhuận trước thuếChi phí thuế TNDNThu nhập thuế TNDN hoãn lại > Tổng công nợ,Tổng công nợ,,,,,7.529.620.654.558,,,,,7529620654558.0
