row_label_raw,row_label_full,Ông Lương Trí Thìn,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Tổng Giám đốc,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Phó Tổng Giám đốc,
Ông Trần Công Luận,Ông Trần Công Luận,Ông Trần Công Luận,Phó Tổng Giám đốc,
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Phó Tổng Giám đốc,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Phó Tổng Giám đốc,
Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Kế toán trưởng,
