row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2018 (%),Tại ngày 31 tháng 12 năm 2017 (%),,,,,
(21),Tên công ty con > (21),(21),"Công ty Cổ phần Đất Xanh Nghệ An (""Đất Xanh Nghệ An"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(22),Tên công ty con > (22),(22),"Công ty Cổ phần Đất Xanh Bắc Miền Trung (""Đất Xanh Bắc Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(23),Tên công ty con > (23),(23),"Công ty Cổ phần Đất Xanh Đà Nẵng (""Đất Xanh Đà Nẵng"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(24),Tên công ty con > (24),(24),"Công ty Cổ phần Đất Xanh Nam Miền Trung (""Đất Xanh Nam Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(25),Tên công ty con > (25),(25),"Công ty TNHH MTV Smart City (""Smart City"")",Kinh doanh BĐS,Đang hoạt động,100,-,,,,100.0,
(26),Tên công ty con > (26),(26),"Công ty TNHH Đầu tư Bất động sản Đất Xanh (""DXI"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,,100.0,
(27),Tên công ty con > (27),(27),"Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Quảng Ninh (""Đất Xanh Quảng Ninh"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"53,38",-,,,,53.38,
(28),Tên công ty con > (28),(28),"Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"")",Kinh doanh BĐS,Đang hoạt động,"99,99",-,,,,99.99,
(29),Tên công ty con > (29),(29),"Công ty Cổ phần Đất Xanh Long An (""Đất Xanh Long An"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(30),Tên công ty con > (30),(30),"Công ty Cổ phần Đất Xanh Thành Phố (""Đất Xanh Thành Phố"")",Kinh doanh và môi giới BĐS,Đang hoạt động,60,-,,,,60.0,
(31),Tên công ty con > (31),(31),"Công ty Cổ phần Đất Xanh Sài Gòn (""Đất Xanh Sài Gòn"")",Kinh doanh và môi giới BĐS,Đang hoạt động,60,-,,,,60.0,
(32),Tên công ty con > (32),(32),"Công ty Cổ phần Công Nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")",Phát triển công nghệ,Đang hoạt động,"50,99",-,,,,50.99,
