row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2018 (%),Tại ngày 31 tháng 12 năm 2017 (%),,,,,
(7),Tên công ty con > (7),(7),"Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (""Xuân Định"")",Kinh doanh BĐS,Đang hoạt động,"99,99","99,99",,,,99.99,99.99
(8),Tên công ty con > (8),(8),"Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"")",Kinh doanh BĐS,Đang hoạt động,"99,99","99,99",,,,99.99,99.99
(9),Tên công ty con > (9),(9),"Công ty Cổ phần In Nông Nghiệp (""In Nông Nghiệp"")",Kinh doanh BĐS,Đang hoạt động,"99,99","99,98",,,,99.99,99.98
(10),Tên công ty con > (10),(10),"Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"") (trước đây là Công ty Cổ phần Xây dựng Địa ốc Long Kim Phát)",Kinh doanh và môi giới BĐS,Đang hoạt động,"99,99",100,,,,99.99,100.0
(11),Tên công ty con > (11),(11),"Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"")",Xây dựng,Đang hoạt động,"89,26","89,26",,,,89.26,89.26
(12),Tên công ty con > (12),(12),"Công ty Cổ phần Bất động sản Sài Đồng (""Sài Đồng"")",Kinh doanh BĐS,Đang hoạt động,-,"70,99",,,,,70.99
(13),Tên công ty con > (13),(13),"Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,55,,,,55.0,55.0
(14),Tên công ty con > (14),(14),"Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(15),Tên công ty con > (15),(15),"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(16),Tên công ty con > (16),(16),"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(17),Tên công ty con > (17),(17),"Công ty Cổ phần Dịch vụ và Xây dựng Đất Xanh Tây Nam Bộ (""Đất Xanh Tây Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(18),Tên công ty con > (18),(18),"Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(19),Tên công ty con > (19),(19),"Công ty Cổ phần Dịch vụ và Địa ốc Vinahomes (""Vinahomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(20),Tên công ty con > (20),(20),"Công ty Cổ phần Đất Xanh Nha Trang (""Đất Xanh Nha Trang"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
