row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,471.425.076.235,658.181.022.456,471425076235.0,658181022456.0
Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),470.721.457.975,547.468.869.260,470721457975.0,547468869260.0
Vay cá nhân,Vay cá nhân,Vay cá nhân,-,5.000.000.000,,5000000000.0
Vay dài hạn đến hạn trả(Thuyết minh số 26.2),Vay dài hạn đến hạn trả(Thuyết minh số 26.2),Vay dài hạn đến hạn trả(Thuyết minh số 26.2),703.618.260,105.712.153.196,703618260.0,105712153196.0
Dài hạn,Dài hạn,Dài hạn,2.394.395.462.491,1.871.223.631.512,2394395462491.0,1871223631512.0
Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),116.608.697.257,592.465.676.966,116608697257.0,592465676966.0
Trái phiếu (Thuyết minh số 26.3),Trái phiếu (Thuyết minh số 26.3),Trái phiếu (Thuyết minh số 26.3),2.277.786.765.234,1.278.757.954.546,2277786765234.0,1278757954546.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.865.820.538.726,2.529.404.653.968,2865820538726.0,2529404653968.0
Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,,
,,,Năm nay,VNDNăm trước,,
Số đầu năm,Tình hình tăng giảm các khoản vay như sau: > Số đầu năm,Số đầu năm,2.529.404.653.968,684.062.427.981,2529404653968.0,684062427981.0
Vay trong năm,Tình hình tăng giảm các khoản vay như sau: > Vay trong năm,Vay trong năm,2.789.276.887.627,2.800.782.740.645,2789276887627.0,2800782740645.0
Trả nợ gốc vay,Tình hình tăng giảm các khoản vay như sau: > Trả nợ gốc vay,Trả nợ gốc vay,(2.451.889.813.557),(934.198.469.204),-2451889813557.0,-934198469204.0
Chỉ phí phát hành trái phiếu,Tình hình tăng giảm các khoản vay như sau: > Chỉ phí phát hành trái phiếu,Chỉ phí phát hành trái phiếu,(14.306.881.720),(22.504.545.454),-14306881720.0,-22504545454.0
Phân bổ chi phí phát hành trái phiếu,Tình hình tăng giảm các khoản vay như sau: > Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,13.335.692.408,1.262.500.000,13335692408.0,1262500000.0
Số cuối năm,Tình hình tăng giảm các khoản vay như sau: > Số cuối năm,Số cuối năm,2.865.820.538.726,2.529.404.653.968,2865820538726.0,2529404653968.0
