row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,21.208.505.992,29.231.916.495,21208505992.0,29231916495.0
- Thu nhập từ phạt vi phạm hợp đồng,- Thu nhập từ phạt vi phạm hợp đồng,- Thu nhập từ phạt vi phạm hợp đồng,14.663.727.746,25.755.981.138,14663727746.0,25755981138.0
- Thu nhập từ thanh lý tài sản cố định,- Thu nhập từ thanh lý tài sản cố định,- Thu nhập từ thanh lý tài sản cố định,-,952.234.393,,952234393.0
- Khác,- Khác,- Khác,6.544.778.246,2.523.700.964,6544778246.0,2523700964.0
Chi phí khác,Chi phí khác,Chi phí khác,26.709.544.872,11.611.208.906,26709544872.0,11611208906.0
- Phật chậm nộp,- Phật chậm nộp,- Phật chậm nộp,19.494.180.301,-,19494180301.0,
- Chi phí phạt thanh lý hợp đồng,- Chi phí phạt thanh lý hợp đồng,- Chi phí phạt thanh lý hợp đồng,1.205.665.459,4.190.471.689,1205665459.0,4190471689.0
- Chi phí thanh lý tài sản cố định,- Chi phí thanh lý tài sản cố định,- Chi phí thanh lý tài sản cố định,999.873.278,-,999873278.0,
- Chi phí phạt,- Chi phí phạt,- Chi phí phạt,234.639.363,2.301.281.856,234639363.0,2301281856.0
- Khác,- Khác,- Khác,4.775.186.471,5.119.455.361,4775186471.0,5119455361.0
(Lỗ) LỢI NHUẬN KHÁC,(Lỗ) LỢI NHUẬN KHÁC,(Lỗ) LỢI NHUẬN KHÁC,(5.501.038.880),17.620.707.589,-5501038880.0,17620707589.0
