row_label_raw,row_label_full,LDG,Công ty liên kết,Vốn góp HĐHTKDDài hạn,141.540.118.870,-,numeric__Công ty liên kết,numeric__Vốn góp HĐHTKDDài hạn,numeric__141.540.118.870,numeric__-
LDG,LDG,LDG,Công ty liên kết,Ký quỹ,9.481.796.659,940.000.000,,,9481796659.0,940000000.0
LDG,LDG,LDG,Công ty liên kết,Lãi từ cho vay,5.550.666.665,1.415.000.000,,,5550666665.0,1415000000.0
LDG,LDG,LDG,Công ty liên kết,Chi hộ,5.096.885.041,60.000.000,,,5096885041.0,60000000.0
Ông Lương Trí Tú,Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Tạm ứng,2.316.920.390,3.011.726.866,,,2316920390.0,3011726866.0
Ông Trần Công Luận,Ông Trần Công Luận,Ông Trần Công Luận,Phó TGD,Tạm ứng,1.469.000.000,3.154.000.000,,,1469000000.0,3154000000.0
"Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")","Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")","Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")",Bên liên quan,Khác,31.320.000,-,,,31320000.0,
Nha Trang Petrol,Nha Trang Petrol,Nha Trang Petrol,Bên liên quan,Lãi từ cho vay,12.144.139,-,,,12144139.0,
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Chủ tịch HĐQT,Tạm ứng,2.922.600,1.428.922.600,,,2922600.0,1428922600.0
,,,,,165.501.774.364,10.009.649.466,,,165501774364.0,10009649466.0
