row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vốn góp HĐHTKD với bên liên quan (ii) (Thuyết minh số 34),Dài hạn > Vốn góp HĐHTKD với bên liên quan (ii) (Thuyết minh số 34),Vốn góp HĐHTKD với bên liên quan (ii) (Thuyết minh số 34),141.540.118.870,-,141540118870.0,
"Ký quỹ, ký cược","Dài hạn > Ký quỹ, ký cược","Ký quỹ, ký cược",3.374.570.550,2.854.427.894,3374570550.0,2854427894.0
Khác,Dài hạn > Khác,Khác,421.227.463,-,421227463.0,
,,,145.335.916.883,2.854.427.894,145335916883.0,2854427894.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,3.703.144.857.661,2.296.229.752.964,3703144857661.0,2296229752964.0
Dự phòng phải thu khác (Thuyết minh số 11),Dài hạn > Dự phòng phải thu khác (Thuyết minh số 11),Dự phòng phải thu khác (Thuyết minh số 11),(9.124.886.323),(9.124.886.323),-9124886323.0,-9124886323.0
GIÁ TRỊ THUẢN,Dài hạn > GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,3.694.019.971.338,2.287.104.866.641,3694019971338.0,2287104866641.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,3.537.643.083.297,2.286.220.103.498,3537643083297.0,2286220103498.0
Phải thu bên liên quan (Thuyết minh số 34),Trong đó: > Phải thu bên liên quan (Thuyết minh số 34),Phải thu bên liên quan (Thuyết minh số 34),165.501.774.364,10.009.649.466,165501774364.0,10009649466.0
