row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
LDG,Phải thu ngắn hạn của khách hàng > LDG,LDG,Công ty liên kết,Doanh thu dịch vụ BĐS,10.940.817.461,3.139.913.414,,,10940817461.0,3139913414.0
LDG,Phải thu ngắn hạn của khách hàng > LDG,LDG,Công ty liên kết,Doanh thu dịch vụ xây dựng,1.240.097.200,3.623.952.600,,,1240097200.0,3623952600.0
Đại Thịnh Phát,Phải thu ngắn hạn của khách hàng > Đại Thịnh Phát,Đại Thịnh Phát,Bên liên quan,Doanh thu dịch vụ xây dựng,-,7.521.920.475,,,,7521920475.0
Ông Lương Trí Tú,Phải thu ngắn hạn của khách hàng > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Doanh thu bán căn hộ,73.506.490,73.506.490,,,73506490.0,73506490.0
,,,,,12.254.421.151,14.359.292.979,,,12254421151.0,14359292979.0
