row_label_raw,row_label_full,Từ ngày 01/06/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 31/05/2018,numeric__Từ ngày 01/01/2018đến ngày 31/05/2018
8.320.808.270,8.320.808.270,8.320.808.270,0,0.0
(15.450.191.099),(15.450.191.099),(15.450.191.099),0,0.0
1.732.423,1.732.423,1.732.423,5.683.210,5683210.0
(726.638.652),(726.638.652),(726.638.652),0,0.0
0,0,0,3.382.855.600,3382855600.0
4.248.663.317,4.248.663.317,4.248.663.317,0,0.0
195.429.991.214,195.429.991.214,195.429.991.214,65.908.674.120,65908674120.0
17.148.402.631,17.148.402.631,17.148.402.631,0,0.0
28.685.467.966,28.685.467.966,28.685.467.966,10.743.192.470,10743192470.0
(1.026.490.364),(1.026.490.364),(1.026.490.364),(427.524.843),-427524843.0
7.163.174.874,7.163.174.874,7.163.174.874,2.135.919.046,2135919046.0
844.310.924,844.310.924,844.310.924,0,0.0
239.761.744,239.761.744,239.761.744,0,0.0
257.590.378,257.590.378,257.590.378,0,0.0
(19.710.792.335),(19.710.792.335),(19.710.792.335),(7.350.417.969),-7350417969.0
252.498.812,252.498.812,252.498.812,0,0.0
7.912.648.066,7.912.648.066,7.912.648.066,1.491.234.792,1491234792.0
233.590.938.169,233.590.938.169,233.590.938.169,75.889.616.426,75889616426.0
