row_label_raw,row_label_full,Giá trị,Dự phòng,numeric__Dự phòng
1.334.270.887.068,1.334.270.887.068,1.334.270.887.068,(46.219.350.255),-46219350255.0
169.123.090.553,169.123.090.553,169.123.090.553,0,0.0
5.984.360.000,5.984.360.000,5.984.360.000,0,0.0
92.297.707.810,92.297.707.810,92.297.707.810,0,0.0
28.646.450.186,28.646.450.186,28.646.450.186,0,0.0
211.739.256.954,211.739.256.954,211.739.256.954,0,0.0
8.752.000.000,8.752.000.000,8.752.000.000,0,0.0
79.444.656.808,79.444.656.808,79.444.656.808,0,0.0
18.551.847.296,18.551.847.296,18.551.847.296,0,0.0
0,0,0,0,0.0
11.533.759.745,11.533.759.745,11.533.759.745,0,0.0
57.214.049,57.214.049,57.214.049,0,0.0
708.140.543.667,708.140.543.667,708.140.543.667,(46.219.350.255),-46219350255.0
278.362.041.878,278.362.041.878,278.362.041.878,(28.416.000.000),-28416000000.0
13.808.832.726,13.808.832.726,13.808.832.726,0,0.0
115.390.273.983,115.390.273.983,115.390.273.983,0,0.0
110.421.293,110.421.293,110.421.293,0,0.0
178.628.077,178.628.077,178.628.077,0,0.0
25.393.690.343,25.393.690.343,25.393.690.343,0,0.0
123.480.195.456,123.480.195.456,123.480.195.456,(28.416.000.000),-28416000000.0
