row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Từ ngày 01/06/2018 đến ngày 31/12/2018,Từ ngày 01/01/2018 đến ngày 31/05/2018,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Từ ngày 01/06/2018 đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018 đến ngày 31/05/2018
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,0,1.536.728.985.800,,,0.0,1536728985800.0
32,32,32,"2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,(7.200.000.000),0,,,-7200000000.0,0.0
33,33,33,3. Tiền thu từ đi vay,,5.737.800.940.309,2.725.972.339.474,,,5737800940309.0,2725972339474.0
34,34,34,4. Tiền trả nợ gốc vay,,(5.957.112.498.804),(2.528.163.134.132),,,-5957112498804.0,-2528163134132.0
35,35,35,5. Tiền trả nợ gốc thuê tài chính,,0,0,,,0.0,0.0
36,36,36,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(281.141.466.271),(133.354.864.604),,,-281141466271.0,-133354864604.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(507.653.024.766),1.601.183.326.538,,,-507653024766.0,1601183326538.0
50,50,50,Lưu chuyển tiền thuần trong kỳ (50 = 20 + 30 + 40),,644.688.938.388,(634.401.135.858),,,644688938388.0,-634401135858.0
60,60,60,Tiền và tương đương tiền đầu kỳ,,4.519.257.499.380,5.161.444.619.167,,,4519257499380.0,5161444619167.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(4.206.086.671),(7.785.983.929),,,-4206086671.0,-7785983929.0
70,70,70,Tiền và tương đương tiền cuối kỳ (70 = 50 + 60 + 61),,5.159.740.351.097,4.519.257.499.380,,,5159740351097.0,4519257499380.0
