row_label_raw,row_label_full,19.1. Chi phí phải trả ngắn hạn,31/12/2018,01/06/2018,numeric__31/12/2018,numeric__01/06/2018
- Lãi vay phải trả,- Lãi vay phải trả,- Lãi vay phải trả,100.232.429.019,144.986.299.860,100232429019.0,144986299860.0
- Chi phí sửa chữa lớn TSCĐ,- Chi phí sửa chữa lớn TSCĐ,- Chi phí sửa chữa lớn TSCĐ,378.992.803,4.808.128.237,378992803.0,4808128237.0
- Trích trước tiền thuê đất,- Trích trước tiền thuê đất,- Trích trước tiền thuê đất,12.071.846.040,21.132.575.819,12071846040.0,21132575819.0
- Trích trước chi phí dịch vụ thuê ngoài,- Trích trước chi phí dịch vụ thuê ngoài,- Trích trước chi phí dịch vụ thuê ngoài,22.503.490.010,35.616.823.006,22503490010.0,35616823006.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,171.740.397.068,138.138.153.251,171740397068.0,138138153251.0
Cộng,Cộng,Cộng,306.927.154.940,344.681.980.173,306927154940.0,344681980173.0
