row_label_raw,row_label_full,Stt,Tên đơn vị,numeric__Tên đơn vị
21,21,21,Viện Nghiên cứu Cao su,
22,22,22,Trung tâm Y tế Cao su,
23,23,23,Tạp chí Cao su,
24,24,24,Trường Cao đẳng Công nghiệp Cao su,
