row_label_raw,row_label_full,01. Doanh thu bán hàng và cung cấp dịch vụ,Từ ngày 01/06/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 31/05/2018,numeric__Từ ngày 01/06/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 31/05/2018
- Doanh thu sản xuất và kinh doanh mù cao su,- Doanh thu sản xuất và kinh doanh mù cao su,- Doanh thu sản xuất và kinh doanh mù cao su,9.209.903.556.847,2.963.497.241.937,9209903556847.0,2963497241937.0
- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,918.962.547.144,535.557.942.267,918962547144.0,535557942267.0
- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,1.997.952.985.764,1.473.296.636.617,1997952985764.0,1473296636617.0
- Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,72.126.364,160.897.657.999,72126364.0,160897657999.0
"- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng",547.161.797.606,59.634.823.343,547161797606.0,59634823343.0
- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,16.507.492.110,10.949.598.514,16507492110.0,10949598514.0
"- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước",8.368.650.465,15.586.228.234,8368650465.0,15586228234.0
"- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn",462.754.543,5.882.802.610,462754543.0,5882802610.0
-Doanh thu từ kinh doanh điện năng,-Doanh thu từ kinh doanh điện năng,-Doanh thu từ kinh doanh điện năng,268.671.747.780,225.794.112.072,268671747780.0,225794112072.0
- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,1.122.321.653.237,187.745.267.067,1122321653237.0,187745267067.0
Cộng,Cộng,Cộng,14.090.385.311.860,5.638.842.310.660,14090385311860.0,5638842310660.0
02. Các khoản giảm trừ doanh thu,02. Các khoản giảm trừ doanh thu,02. Các khoản giảm trừ doanh thu,Từ ngày 01/06/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 31/05/2018,,
- Chiết khấu thương mại,02. Các khoản giảm trừ doanh thu > - Chiết khấu thương mại,- Chiết khấu thương mại,2.744.481.332,1.302.422.515,2744481332.0,1302422515.0
- Giảm giá hàng bán,02. Các khoản giảm trừ doanh thu > - Giảm giá hàng bán,- Giảm giá hàng bán,183.051.182,1.381.374.260,183051182.0,1381374260.0
- Hàng bán bị trả lại,02. Các khoản giảm trừ doanh thu > - Hàng bán bị trả lại,- Hàng bán bị trả lại,5.948.247.347,4.370.686.710,5948247347.0,4370686710.0
Cộng,02. Các khoản giảm trừ doanh thu > Cộng,Cộng,8.875.779.861,7.054.483.485,8875779861.0,7054483485.0
03. Doanh thu thuần về bán hàng và cung cấp dịch vụ,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Từ ngày 01/06/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 31/05/2018,,
- Doanh thu thuần sản xuất và kinh doanh mù cao su,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần sản xuất và kinh doanh mù cao su,- Doanh thu thuần sản xuất và kinh doanh mù cao su,9.201.027.776.986,2.956.442.758.452,9201027776986.0,2956442758452.0
- Doanh thu thuần sản xuất và kinh doanh sản phẩm từ cao su,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần sản xuất và kinh doanh sản phẩm từ cao su,- Doanh thu thuần sản xuất và kinh doanh sản phẩm từ cao su,918.962.547.144,535.557.942.267,918962547144.0,535557942267.0
- Doanh thu thuần chế biến gỗ,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần chế biến gỗ,- Doanh thu thuần chế biến gỗ,1.997.952.985.764,1.473.296.636.617,1997952985764.0,1473296636617.0
- Doanh thu hợp đồng xây dựng,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,72.126.364,160.897.657.999,72126364.0,160897657999.0
"- Doanh thu thuần kinh doanh bất động sản, cơ sở hạ tầng","03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu thuần kinh doanh bất động sản, cơ sở hạ tầng",547.161.797.606,59.634.823.343,547161797606.0,59634823343.0
- Doanh thu thuần dịch vụ duy tu bảo dưỡng hạ tầng KCN,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu thuần dịch vụ duy tu bảo dưỡng hạ tầng KCN,16.507.492.110,10.949.598.514,16507492110.0,10949598514.0
"- Doanh thu thuần dịch vụ kinh doanh điện, nước","03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần dịch vụ kinh doanh điện, nước","- Doanh thu thuần dịch vụ kinh doanh điện, nước",8.368.650.465,5.586.228.234,8368650465.0,5586228234.0
"- Doanh thu thuần dịch vụ du lịch, nhà hàng, khách sạn","03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu thuần dịch vụ du lịch, nhà hàng, khách sạn",462.754.543,5.882.802.610,462754543.0,5882802610.0
- Doanh thu thuần từ kinh doanh điện năng,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần từ kinh doanh điện năng,- Doanh thu thuần từ kinh doanh điện năng,268.671.747.780,225.794.112.072,268671747780.0,225794112072.0
- Doanh thu thuần bán hàng hóa và cung cấp dịch vụ khác,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > - Doanh thu thuần bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu thuần bán hàng hóa và cung cấp dịch vụ khác,1.122.321.653.237,197.745.267.067,1122321653237.0,197745267067.0
Cộng,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ > Cộng,Cộng,14.081.509.531.999,5.631.787.827.175,14081509531999.0,5631787827175.0
04. Giá vốn hàng bán,04. Giá vốn hàng bán,04. Giá vốn hàng bán,Từ ngày 01/06/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 31/05/2018,,
- Giá vốn sản xuất và kinh doanh mù cao su,04. Giá vốn hàng bán > - Giá vốn sản xuất và kinh doanh mù cao su,- Giá vốn sản xuất và kinh doanh mù cao su,7.803.342.332.601,2.268.408.207.007,7803342332601.0,2268408207007.0
- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,04. Giá vốn hàng bán > - Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,868.171.209.690,484.001.455.024,868171209690.0,484001455024.0
- Giá vốn chế biến gỗ,04. Giá vốn hàng bán > - Giá vốn chế biến gỗ,- Giá vốn chế biến gỗ,1.267.861.205.249,1.306.663.735.791,1267861205249.0,1306663735791.0
- Giá vốn hợp đồng xây dựng,04. Giá vốn hàng bán > - Giá vốn hợp đồng xây dựng,- Giá vốn hợp đồng xây dựng,0,57.966.667.741,0.0,57966667741.0
"- Giá vốn kinh doanh bất động sản, cơ sở hạ tầng","04. Giá vốn hàng bán > - Giá vốn kinh doanh bất động sản, cơ sở hạ tầng","- Giá vốn kinh doanh bất động sản, cơ sở hạ tầng",206.531.134.891,38.762.635.174,206531134891.0,38762635174.0
- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,04. Giá vốn hàng bán > - Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,1.016.280.241,7.117.239.034,1016280241.0,7117239034.0
"- Giá vốn dịch vụ kinh doanh điện, nước","04. Giá vốn hàng bán > - Giá vốn dịch vụ kinh doanh điện, nước","- Giá vốn dịch vụ kinh doanh điện, nước",8.067.182.062,5.131.048.352,8067182062.0,5131048352.0
- Giá vốn dịch vụ khách sạn,04. Giá vốn hàng bán > - Giá vốn dịch vụ khách sạn,- Giá vốn dịch vụ khách sạn,308.944.524,3.112.485.042,308944524.0,3112485042.0
- Giá vốn kinh doanh điện năng,04. Giá vốn hàng bán > - Giá vốn kinh doanh điện năng,- Giá vốn kinh doanh điện năng,147.286.336.590,109.030.039.426,147286336590.0,109030039426.0
- Giá vốn khác,04. Giá vốn hàng bán > - Giá vốn khác,- Giá vốn khác,526.411.708.877,89.579.357.915,526411708877.0,89579357915.0
Cộng,04. Giá vốn hàng bán > Cộng,Cộng,10.828.996.334.725,4.369.772.870.506,10828996334725.0,4369772870506.0
