row_label_raw,row_label_full,31/12/2018,01/06/2018,numeric__01/06/2018
1.470.013.970,1.470.013.970,1.470.013.970,1.271.489.358,1271489358.0
15.540.440.587,15.540.440.587,15.540.440.587,17.680.673.988,17680673988.0
19.889.677.319,19.889.677.319,19.889.677.319,64.794.140.625,64794140625.0
0,0,0,0,0.0
300.000.000,300.000.000,300.000.000,721.240.000.000,721240000000.0
75.497.788.020,75.497.788.020,75.497.788.020,20.171.795.154,20171795154.0
226.802.834.360,226.802.834.360,226.802.834.360,131.459.796.441,131459796441.0
263.306.194.993,263.306.194.993,263.306.194.993,51.785.254.582,51785254582.0
0,0,0,0,0.0
603.413.659.849,603.413.659.849,603.413.659.849,233.363.474.115,233363474115.0
1.206.220.609.098,1.206.220.609.098,1.206.220.609.098,1.241.766.624.263,1241766624263.0
