row_label_raw,row_label_full,03.1. Phải thu ngắn hạn của khách hàng,31/12/2018,01/06/2018,numeric__31/12/2018,numeric__01/06/2018
Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,532.506.762.313,187.351.249.279,532506762313.0,187351249279.0
Phải thu khách hàng mua mù cao su xuất khẩu,Phải thu khách hàng mua mù cao su xuất khẩu,Phải thu khách hàng mua mù cao su xuất khẩu,283.826.644.624,84.869.217.784,283826644624.0,84869217784.0
"Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ",283.528.862.181,223.550.199.637,283528862181.0,223550199637.0
Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,43.556.851.521,65.942.962.769,43556851521.0,65942962769.0
"Phải thu khách hàng mua cây cao su thanh lý, gãy đồ","Phải thu khách hàng mua cây cao su thanh lý, gãy đồ","Phải thu khách hàng mua cây cao su thanh lý, gãy đồ",61.659.142.464,90.416.807.064,61659142464.0,90416807064.0
"Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng",1.207.200.116,6.714.561.848,1207200116.0,6714561848.0
"Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",17.841.562.762,13.531.016.307,17841562762.0,13531016307.0
Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,28.834.426.948,18.570.940.628,28834426948.0,18570940628.0
"Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư",60.165.825.923,22.371.728.301,60165825923.0,22371728301.0
Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,36.500.880,688.260.309,36500880.0,688260309.0
"Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn",63.550.000,235.975.715,63550000.0,235975715.0
"Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác",445.454.693.452,456.878.579.770,445454693452.0,456878579770.0
Cộng,Cộng,Cộng,1.758.682.023.184,1.171.121.499.411,1758682023184.0,1171121499411.0
03.2. Phải thu dài hạn của khách hàng,03.2. Phải thu dài hạn của khách hàng,03.2. Phải thu dài hạn của khách hàng,31/12/2018,01/06/2018,,
"Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","03.2. Phải thu dài hạn của khách hàng > Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác",0,825.758.500,0.0,825758500.0
Cộng,03.2. Phải thu dài hạn của khách hàng > Cộng,Cộng,0,825.758.500,0.0,825758500.0
