row_label_raw,row_label_full,Stt,Đơn vị được bảo lãnh,Thư bảo lãnh số,Ngày bảo lãnh,"Đơn vị nhận bảo lãnh, ủy thác",Số tiền bảo lãnh > USD,Số tiền bảo lãnh > VND,Mục đích bảo lãnh,numeric__Đơn vị được bảo lãnh,numeric__Thư bảo lãnh số,numeric__Ngày bảo lãnh,"numeric__Đơn vị nhận bảo lãnh, ủy thác",numeric__Số tiền bảo lãnh > USD,numeric__Số tiền bảo lãnh > VND,numeric__Mục đích bảo lãnh
(1),(1),(1),(2),(3),(4),(5),(6),(7),(8),-2.0,-3.0,-4.0,-5.0,-6.0,-7.0,-8.0
20,20,20,Công ty Cổ phần Cao su Điện Biên,913/CTBL-TCKT,7/4/2014,SHB-Khánh Hòa,,14.770.800.000,Đầu tư chăm sóc cao su (trả nợ cho RFC),,,,,,14770800000.0,
21,21,21,Công ty Cổ phần Cao su Sơn La,2376/CSVN-TCKT,08/10/2012,SHB-TP.HCM,,9.240.000.000,Đầu tư xây dựng cơ bản cao su,,,,,,9240000000.0,
22,22,22,Công ty Cổ phần Cao su Sơn La,3211/CTBL-TCKT,13/11/2013,SHB-TP.HCM,,34.055.000.000,Đầu tư xây dựng cơ bản cao su,,,,,,34055000000.0,
23,23,23,Công ty Cổ phần Cao su Sơn La,482/CTBL-TCKT,27/02/2014,SHB-TP.HCM,,44.109.738.750,Đầu tư chăm sóc cao su (trả nợ cho RFC),,,,,,44109738750.0,
24,24,24,Công ty Cổ phần Cao su Sơn La,569/CTBL-TCKT,10/3/2014,SHB-TP.HCM,,39.503.800.000,Đầu tư xây dựng cơ bản cao su,,,,,,39503800000.0,
25,25,25,Công ty Cổ phần Cao su Chư Sê - Kampongthom,165/CSVN-TCKT,01/02/2012,SHB-TP.HCM,,144.000.000.000,Đầu tư xây dựng cơ bản cao su,,,,,,144000000000.0,
26,26,26,Công ty Cổ phần Cao Su Krông Buk - Rattanakiri,3296/CSVN-TCKT,26/12/2012,SHB-TP.HCM,"1.200.000,00",,Đầu tư xây dựng cơ bản cao su,,,,,1200000.0,,
27,27,27,Công ty Cổ phần Cao Su Krông Buk - Rattanakiri,1441/CSVN-TCKT,28/5/2013,SHB-TP.HCM,"1.800.000,00",,Đầu tư xây dựng cơ bản cao su,,,,,1800000.0,,
28,28,28,Công ty TNHH 1TV CS Chư Păng,416/CSVN-TCKT,20/2/2013,SHB-HCM,"7.000.000,00",,Đầu tư xây dựng cơ bản cao su,,,,,7000000.0,,
29,29,29,Công ty Cổ phần Cao su Tân Biên - Kampongthom,427/CSVN-TCKT,21/2/2013,SHB-HCM,"3.675.000,00",,Đầu tư xây dựng cơ bản cao su,,,,,3675000.0,,
30,30,30,Công ty Cổ phần Cao su Đồng Phú - Kratie,405/CSVN-TCKT,20/2/2013,SHB-HCM,"2.100.000,00",,Đầu tư xây dựng cơ bản cao su,,,,,2100000.0,,
31,31,31,Công ty Cổ phần VRG - Đắk Nông,1071A/PLCTBL-CSVN,18/4/2014,SHB-HCM,,209.296.500.000,Thủy điện Đắk Sin 1,,,,,,209296500000.0,
32,32,32,Công ty TNHH 1TV CS Chư Prông,3815/CSVN-TCKT,26/12/2013,BIDV-Nam Gia Lai,,52.730.000.000,Đầu tư xây dựng cơ bản cao su,,,,,,52730000000.0,
33,33,33,Công ty TNHH MTV Cao su Hương Khê HT,3544/CTBL-CSVN,9/12/2013,SHB,,271.592.000.000,Đầu tư xây dựng cơ bản cao su + trả nợ cho RFC,,,,,,271592000000.0,
34,34,34,Công ty TNHH MTV Cao su Quảng Ngãi,3832A/CTBL-CSVN,27/12/2013,SHB,,4.658.000.000,Đầu tư xây dựng cơ bản cao su,,,,,,4658000000.0,
35,35,35,Công ty Cổ phần Cao su Lai Châu II,3885/CTBL-TCKT,30/12/2013,SHB-Khánh Hòa,,52.244.370.000,Đầu tư xây dựng cơ bản cao su,,,,,,52244370000.0,
36,36,36,Công ty Cổ phần Cao su Lai Châu,213/CTBL-TCKT,23/01/2014,SHB-Khánh Hòa,,61.082.948.000,Đầu tư xây dựng cơ bản cao su,,,,,,61082948000.0,
37,37,37,Công ty Cổ phần Cao su Phước Hòa,888/CSVN-TCKT,07/05/2010,Vietinbank 4 - TP.HCM,,100.000.000.000,Bổ sung vốn lưu động,,,,,,100000000000.0,
38,38,38,Công ty Cổ phần Gỗ MDF VRG Kiên Giang,1891/CTBL-TCKT,6/7/2017,Vietinbank - HCM,,477.000.000.000,Đầu tư dự án NM CBG và dự án rừng,,,,,,477000000000.0,
,,,Tổng cộng,,,,"21.212.500,00",2.995.773.054.750,,,,,,21212500.0,2995773054750.0,
