row_label_raw,row_label_full,col_0,Đơn vị tính: VND > 31/12/2018,Đơn vị tính: VND > 01/06/2018,numeric__Đơn vị tính: VND > 31/12/2018,numeric__Đơn vị tính: VND > 01/06/2018
01. Tiền và các khoản tương đương tiền,01. Tiền và các khoản tương đương tiền,01. Tiền và các khoản tương đương tiền,,,,
- Tiền mặt,01. Tiền và các khoản tương đương tiền > - Tiền mặt,- Tiền mặt,343.998.783.089,115.815.022.250,343998783089.0,115815022250.0
- Tiền gửi ngân hàng không kỳ hạn,01. Tiền và các khoản tương đương tiền > - Tiền gửi ngân hàng không kỳ hạn,- Tiền gửi ngân hàng không kỳ hạn,1.363.188.944.965,1.158.148.509.303,1363188944965.0,1158148509303.0
- Tiền đang chuyển,01. Tiền và các khoản tương đương tiền > - Tiền đang chuyển,- Tiền đang chuyển,0,0,0.0,0.0
- Các khoản tương đương tiền,01. Tiền và các khoản tương đương tiền > - Các khoản tương đương tiền,- Các khoản tương đương tiền,3.452.552.623.043,3.245.293.967.827,3452552623043.0,3245293967827.0
Cộng,01. Tiền và các khoản tương đương tiền > Cộng,Cộng,5.159.740.351.097,4.519.257.499.380,5159740351097.0,4519257499380.0
