row_label_raw,row_label_full,NỘI DUNG,Trang,numeric__Trang
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,4 - 5,
BÁO CÁO TÀI CHÍNH HỢP NHẤT,BÁO CÁO TÀI CHÍNH HỢP NHẤT,BÁO CÁO TÀI CHÍNH HỢP NHẤT,6 - 68,
Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,6 - 9,
Báo cáo kết quả hoạt động kinh doanh hợp nhất,Bảng cân đối kế toán hợp nhất > Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,10,10.0
Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,11 - 12,
Bàn thuyết minh Báo cáo tài chính hợp nhất,Bàn thuyết minh Báo cáo tài chính hợp nhất,Bàn thuyết minh Báo cáo tài chính hợp nhất,13 - 68,
