row_label_raw,row_label_full,"Trồng, khai thác, chế biến và kinh doanh mù cao su thiên nhiên"
"Trồng, chăm sóc, khai thác, chế biến, thương nghiệp buôn bán mù và các dịch vụ cho việc phát triển cao su","Trồng, chăm sóc, khai thác, chế biến, thương nghiệp buôn bán mù và các dịch vụ cho việc phát triển cao su","Trồng, chăm sóc, khai thác, chế biến, thương nghiệp buôn bán mù và các dịch vụ cho việc phát triển cao su"
"Trồng, chăm sóc và khai thác cao su thiên nhiên; trồng rừng, khai thác, chế biến các loại cây lâm nghiệp, công nghiệp và nông nghiệp","Trồng, chăm sóc và khai thác cao su thiên nhiên; trồng rừng, khai thác, chế biến các loại cây lâm nghiệp, công nghiệp và nông nghiệp","Trồng, chăm sóc và khai thác cao su thiên nhiên; trồng rừng, khai thác, chế biến các loại cây lâm nghiệp, công nghiệp và nông nghiệp"
"Trồng, chăm sóc, khai thác, chế biến và tiêu thụ sản phẩm cao su; Trồng, chăm sóc rừng, khai thác lâm sản","Trồng, chăm sóc, khai thác, chế biến và tiêu thụ sản phẩm cao su; Trồng, chăm sóc rừng, khai thác lâm sản","Trồng, chăm sóc, khai thác, chế biến và tiêu thụ sản phẩm cao su; Trồng, chăm sóc rừng, khai thác lâm sản"
"Trồng, khai thác, chế biến và kinh doanh mù cao su thiên nhiên","Trồng, khai thác, chế biến và kinh doanh mù cao su thiên nhiên","Trồng, khai thác, chế biến và kinh doanh mù cao su thiên nhiên"
"Trồng cây cao su, cà phê, cây nông nghiệp ngắn ngày; Mua bán, xuất nhập khẩu: Cao su, vật tư, thiết bị ngành cao su; cà phê, nông sản, thực phẩm","Trồng cây cao su, cà phê, cây nông nghiệp ngắn ngày; Mua bán, xuất nhập khẩu: Cao su, vật tư, thiết bị ngành cao su; cà phê, nông sản, thực phẩm","Trồng cây cao su, cà phê, cây nông nghiệp ngắn ngày; Mua bán, xuất nhập khẩu: Cao su, vật tư, thiết bị ngành cao su; cà phê, nông sản, thực phẩm"
"Trồng mới, chăm sóc, khai thác, chế biến và kinh doanh mù cao su thiên nhiên","Trồng mới, chăm sóc, khai thác, chế biến và kinh doanh mù cao su thiên nhiên","Trồng mới, chăm sóc, khai thác, chế biến và kinh doanh mù cao su thiên nhiên"
"Trồng, khai thác, chế biến và tiêu thụ cao su, cà phê; Sản xuất và chế biến gỗ; Công nghiệp hóa chất, phân bón và cao su; Khai thác và chế biến khoáng sản; Thương nghiệp bán buôn","Trồng, khai thác, chế biến và tiêu thụ cao su, cà phê; Sản xuất và chế biến gỗ; Công nghiệp hóa chất, phân bón và cao su; Khai thác và chế biến khoáng sản; Thương nghiệp bán buôn","Trồng, khai thác, chế biến và tiêu thụ cao su, cà phê; Sản xuất và chế biến gỗ; Công nghiệp hóa chất, phân bón và cao su; Khai thác và chế biến khoáng sản; Thương nghiệp bán buôn"
Trồng trọt; Công nghiệp hoá chất phân bón và cao su; Thương nghiệp bán buôn; Khai hoang xây dựng vườn cây,Trồng trọt; Công nghiệp hoá chất phân bón và cao su; Thương nghiệp bán buôn; Khai hoang xây dựng vườn cây,Trồng trọt; Công nghiệp hoá chất phân bón và cao su; Thương nghiệp bán buôn; Khai hoang xây dựng vườn cây
"Trồng mới, khai thác, chăm sóc và chế biến mù cao suBán buôn cao su; Trồng trọt, chăm nuôi hỗn hợp, trồng cây cao su; Sản xuất phân bón và hợp chất ni to; Bán buôn phân bón, thuốc trừ sâu và hóa chất khác sử dụng trong nông nghiệp","Trồng mới, khai thác, chăm sóc và chế biến mù cao suBán buôn cao su; Trồng trọt, chăm nuôi hỗn hợp, trồng cây cao su; Sản xuất phân bón và hợp chất ni to; Bán buôn phân bón, thuốc trừ sâu và hóa chất khác sử dụng trong nông nghiệp","Trồng mới, khai thác, chăm sóc và chế biến mù cao suBán buôn cao su; Trồng trọt, chăm nuôi hỗn hợp, trồng cây cao su; Sản xuất phân bón và hợp chất ni to; Bán buôn phân bón, thuốc trừ sâu và hóa chất khác sử dụng trong nông nghiệp"
"Trồng mới, chăm sóc, khai thác, chế biến mù cao su, cà phê, hồ tiêu, sản xuất gỗ thành phẩm; Sản xuất phân bón; Thương nghiệp bán buôn và trực tiếp xuất khẩu","Trồng mới, chăm sóc, khai thác, chế biến mù cao su, cà phê, hồ tiêu, sản xuất gỗ thành phẩm; Sản xuất phân bón; Thương nghiệp bán buôn và trực tiếp xuất khẩu","Trồng mới, chăm sóc, khai thác, chế biến mù cao su, cà phê, hồ tiêu, sản xuất gỗ thành phẩm; Sản xuất phân bón; Thương nghiệp bán buôn và trực tiếp xuất khẩu"
"Đầu tư trồng, chăm sóc cây cao su; Xây dựng công trình dân dụng, xây dựng cơ sở hạ tầng nông thôn, miền núi","Đầu tư trồng, chăm sóc cây cao su; Xây dựng công trình dân dụng, xây dựng cơ sở hạ tầng nông thôn, miền núi","Đầu tư trồng, chăm sóc cây cao su; Xây dựng công trình dân dụng, xây dựng cơ sở hạ tầng nông thôn, miền núi"
