row_label_raw,row_label_full,18.1. Người mua trả tiền trước ngắn hạn,31/12/2018,01/06/2018,numeric__31/12/2018,numeric__01/06/2018
Người mua trả trước về mua mù cao su nội địa,Người mua trả trước về mua mù cao su nội địa,Người mua trả trước về mua mù cao su nội địa,175.943.677.588,105.057.825.816,175943677588.0,105057825816.0
Người mua trả trước về mua mù cao su xuất khẩu,Người mua trả trước về mua mù cao su xuất khẩu,Người mua trả trước về mua mù cao su xuất khẩu,21.714.072.835,98.573.436.810,21714072835.0,98573436810.0
"Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet","Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet","Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet",2.718.080.912,75.283.328.717,2718080912.0,75283328717.0
"Người mua trả trước về mua cây cao su thanh lý, gấy đồ","Người mua trả trước về mua cây cao su thanh lý, gấy đồ","Người mua trả trước về mua cây cao su thanh lý, gấy đồ",78.011.648.826,519.303.293.162,78011648826.0,519303293162.0
"Người mua trả trước về hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Người mua trả trước về hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Người mua trả trước về hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng",500.000.000,500.000.000,500000000.0,500000000.0
"Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",9.345.643.977,12.730.604.816,9345643977.0,12730604816.0
Người mua trả trước về hoạt động chuyển nhượng bất động sản,Người mua trả trước về hoạt động chuyển nhượng bất động sản,Người mua trả trước về hoạt động chuyển nhượng bất động sản,19.845.659.922,21.248.717.369,19845659922.0,21248717369.0
"Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư","Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư","Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư",35.376.609.377,46.841.365.018,35376609377.0,46841365018.0
Người mua trả trước về hoạt động cho thuê tài sản,Người mua trả trước về hoạt động cho thuê tài sản,Người mua trả trước về hoạt động cho thuê tài sản,6.650.000,35.000.000,6650000.0,35000000.0
"Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác","Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác","Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác",167.738.430.744,102.273.964.969,167738430744.0,102273964969.0
Người mua trả trước ngắn hạn khác,Người mua trả trước ngắn hạn khác,Người mua trả trước ngắn hạn khác,141.379.275.799,128.663.490.116,141379275799.0,128663490116.0
Cộng,Cộng,Cộng,652.579.749.980,1.110.511.026.793,652579749980.0,1110511026793.0
