row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến của Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến của Kiểm toán viên trên Báo cáo kiểm toán
84,84,84,Công ty Cổ phần Cao su Dầu Tiếng Lào Cai,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
85,85,85,Công ty Cổ phần Cao su Krông Buk Ratanakiri,Báo cáo tài chính hợp nhất,AASC,Ngoại trừ,,,,
86,86,86,Công ty Cổ phần Cao su Chư Prông - Stung Treng,Báo cáo tài chính hợp nhất,AASC,Ngoại trừ,,,,
87,87,87,Công ty Cổ phần Cao su Dầu Tiếng Kratie,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
88,88,88,Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
89,89,89,Công ty Cổ phần Chế biến Gỗ Cao su Đồng Nai,Báo cáo tài chính,AASC,Ngoại trừ,,,,
90,90,90,Công ty TNHH MTV Địa ốc Cao su Đồng Nai,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
91,91,91,Công ty Cổ phần Gỗ Đồng Phú,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
92,92,92,Công ty TNHH Phát triển Cao su C.R.C.K,Báo cáo tài chính chuyển đổi,AVINA-IAFC,Ngoại trừ,,,,
93,93,93,Công ty Cổ phần Khu công nghiệp Tân Bình,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
94,94,94,Công ty Cổ phần VRG Khải Hoàn,Báo cáo tài chính,AASC,,,,,
95,95,95,Công ty TNHH Cao su Bolikhamxay - Hà Tĩnh,Báo cáo tài chính chuyển đổi,AVA,Chấp nhận toàn phần,,,,
96,96,96,Công ty TNHH Phát triển Cao su Tây Ninh - Siêm Riệp,Báo cáo tài chính chuyển đổi,AVA,Chấp nhận toàn phần,,,,
97,97,97,Công ty TNHH MTV VRG Oudomxay,Báo cáo tài chính chuyển đổi,AASC,Chấp nhận toàn phần,,,,
98,98,98,Công ty TNHH VKETI,Báo cáo tài chính chuyển đổi,AVA,Ngoại trừ,,,,
99,99,99,Công ty Cổ phần Cao su Dầu Tiếng - Lai Châu,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
100,100,100,Công ty TNHH Cao su Ea H’leo - BM,Báo cáo tài chính chuyển đổi,,,,,,
101,101,101,Công ty TNHH Cao su Phước Hòa Đắk Lắk,Báo cáo tài chính,,,,,,
102,102,102,Công ty Cổ phần Cao su Mường Nhé - Điện Biên,Báo cáo tài chính,AVA,Ngoại trừ,,,,
103,103,103,Công ty TNHH MTV Cao su Qua Van,Báo cáo tài chính chuyển đổi,AVINA-IAFC,Chấp nhận toàn phần,,,,
104,104,104,Công ty CP Xuất khẩu cao su VRG Nhật Bản,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
105,105,105,Công ty Cổ phần Gỗ Lộc Ninh,Báo cáo tài chính,AVA,Ngoại trừ,,,,
106,106,106,Công ty TNHH Cao su & Lâm nghiệp Phước Hòa - Đắk Lắk,Báo cáo tài chính,,,,,,
107,107,107,Công ty TNHH Sản xuất Gỗ Cao su Kon Tum,Báo cáo tài chính,,,,,,
108,108,108,Công ty Cổ phần Đầu tư Xây dựng Cao su,Báo cáo tài chính,AVA,Ngoại trừ,,,,
109,109,109,Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
110,110,110,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
