row_label_raw,row_label_full,Giá trị,Dự phòng,numeric__Dự phòng
922.686.125.974,922.686.125.974,922.686.125.974,(34.788.113.046),-34788113046.0
129.529.452.936,129.529.452.936,129.529.452.936,0,0.0
6.206.360.821,6.206.360.821,6.206.360.821,0,0.0
172.333.227.229,172.333.227.229,172.333.227.229,0,0.0
55.800.226.977,55.800.226.977,55.800.226.977,0,0.0
282.637.405.094,282.637.405.094,282.637.405.094,0,0.0
14.741.995.160,14.741.995.160,14.741.995.160,0,0.0
132.230.819.789,132.230.819.789,132.230.819.789,0,0.0
18.863.826.801,18.863.826.801,18.863.826.801,0,0.0
2.037.314.369,2.037.314.369,2.037.314.369,0,0.0
19.640.407.448,19.640.407.448,19.640.407.448,0,0.0
57.214.049,57.214.049,57.214.049,0,0.0
88.607.875.302,88.607.875.302,88.607.875.302,(34.788.113.046),-34788113046.0
313.644.913.182,313.644.913.182,313.644.913.182,(28.416.000.000),-28416000000.0
14.082.065.734,14.082.065.734,14.082.065.734,0,0.0
93.354.130.789,93.354.130.789,93.354.130.789,0,0.0
110.421.293,110.421.293,110.421.293,0,0.0
178.628.077,178.628.077,178.628.077,0,0.0
25.250.000.000,25.250.000.000,25.250.000.000,0,0.0
180.669.667.289,180.669.667.289,180.669.667.289,(28.416.000.000),-28416000000.0
