row_label_raw,row_label_full,Stt,Tên văn phòng đại diện,Địa chỉ,numeric__Tên văn phòng đại diện,numeric__Địa chỉ
1,1,1,Văn phòng đại diện tại Hà Nội,"56 Nguyễn Du, Quận Hai Bà Trung, TP. Hà Nội27 Đại lộ Hòa Bình, phường Trần Phú, thị xã Móng Cái, tỉnh",,
2,2,2,Văn phòng đại diện tại Quảng Ninh,Quảng Ninh,,
3,3,3,Văn phòng đại diện tại Campuchia,"7B, 466 Street, Chamkamom District, Phnom Penh, Campuchia",,
4,4,4,Văn phòng đại diện tại Lào,"Vientiane, Lào12F Liangfeng mansion No. 8 Dongfang Pudong Shanghai, China",,
5,5,5,Văn phòng đại diện tại Trung Quốc,"PC. 2001201120 Avenue of the America 4 th floor, New York NY 10036",,
6,6,6,Văn phòng đại diện tại Hoa Kỳ,USA,,
7,7,7,Văn phòng đại diện tại Nga,Moscow-Russia 123056. Gruzinsky Pereulok. 3/201,,
8,8,8,Văn phòng đại diện tại Ukraine,"96 Krasnozvesdny., Kiev City., Ukraine",,
