row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018,01/06/2018,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018,numeric__01/06/2018
200,200,200,B. TÀI SẢN DÀI HẠN,,58.894.129.219.785,57.384.983.371.855,,,58894129219785.0,57384983371855.0
210,210,210,I. Các khoản phải thu dài hạn,,880.799.036.237,1.424.822.933.719,,,880799036237.0,1424822933719.0
211,211,211,1. Phải thu dài hạn của khách hàng,V.03,0,825.758.500,,,0.0,825758500.0
212,212,212,2. Trả trước cho người bán dài hạn,V.04,76.909.390.027,64.645.743.402,,,76909390027.0,64645743402.0
213,213,213,3. Vốn kinh doanh ở đơn vị trực thuộc,,0,0,,,0.0,0.0
214,214,214,4. Phải thu nội bộ dài hạn,,0,0,,,0.0,0.0
215,215,215,5. Phải thu về cho vay dài hạn,V.05,1.023.717.354.258,1.074.122.518.635,,,1023717354258.0,1074122518635.0
216,216,216,6. Phải thu dài hạn khác,V.06,278.362.041.878,313.644.913.182,,,278362041878.0,313644913182.0
219,219,219,7. Dự phòng phải thu dài hạn khó đòi (*),,(498.189.749.926),(28.416.000.000),,,-498189749926.0,-28416000000.0
220,220,220,II. Tài sản cố định,,25.425.316.503.112,24.870.359.453.935,,,25425316503112.0,24870359453935.0
221,221,221,1. Tài sản cố định hữu hình,V.11,25.301.194.222.203,24.745.853.365.080,,,25301194222203.0,24745853365080.0
222,222,222,- Nguyên giá,,37.369.132.648.334,36.020.407.354.116,,,37369132648334.0,36020407354116.0
223,223,223,- Giá trị hao mòn lũy kế,,(12.067.938.426.131),(11.274.553.989.036),,,-12067938426131.0,-11274553989036.0
224,224,224,2. Tài sản cố định thuê tài chính,,0,0,,,0.0,0.0
225,225,225,- Nguyên giá,,0,0,,,0.0,0.0
226,226,226,- Giá trị hao mòn lũy kế,,0,0,,,0.0,0.0
227,227,227,3. Tài sản cố định vô hình,V.12,124.122.280.909,124.506.088.855,,,124122280909.0,124506088855.0
228,228,228,- Nguyên giá,,180.358.708.917,178.615.829.974,,,180358708917.0,178615829974.0
229,229,229,- Giá trị hao mòn lũy kế,,(56.236.428.008),(54.109.741.119),,,-56236428008.0,-54109741119.0
230,230,230,III. Bất động sản đầu tư,V.13,1.183.252.881.783,1.144.402.997.145,,,1183252881783.0,1144402997145.0
231,231,231,- Nguyên giá,,1.574.310.043.433,1.489.625.292.438,,,1574310043433.0,1489625292438.0
232,232,232,- Giá trị hao mòn lũy kế,,(391.057.161.650),(345.222.295.293),,,-391057161650.0,-345222295293.0
240,240,240,IV. Tài sản dỡ dang dài hạn,V.14,25.383.533.997.360,24.695.878.462.004,,,25383533997360.0,24695878462004.0
241,241,241,1. Chi phí sản xuất kinh doanh dở dang dài hạn,,154.090.078.859,142.119.974.443,,,154090078859.0,142119974443.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,,25.229.443.918.501,24.553.758.487.561,,,25229443918501.0,24553758487561.0
250,250,250,V. Đầu tư tài chính dài hạn,V.02,3.610.365.847.616,3.151.601.184.597,,,3610365847616.0,3151601184597.0
251,251,251,1. Đầu tư vào công ty con,,0,0,,,0.0,0.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,2.426.584.956.038,2.366.067.880.756,,,2426584956038.0,2366067880756.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,352.306.757.324,321.338.841.718,,,352306757324.0,321338841718.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn (*),,(17.795.619.392),(3.059.950.000),,,-17795619392.0,-3059950000.0
255,255,255,5. Đầu tư nằm giữ đến ngày đáo hạn,,849.269.753.646,467.254.412.123,,,849269753646.0,467254412123.0
260,260,260,VI. Tài sản dài hạn khác,,2.410.860.953.677,2.097.918.340.455,,,2410860953677.0,2097918340455.0
261,261,261,1. Chi phí trả trước dài hạn,V.09,2.263.378.281.231,1.961.499.622.953,,,2263378281231.0,1961499622953.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,V.15,77.501.049.123,88.585.344.037,,,77501049123.0,88585344037.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,38.426.587.960,10.504.874.400,,,38426587960.0,10504874400.0
268,268,268,4. Tài sản dài hạn khác,,0,0,,,0.0,0.0
269,269,269,5. Lợi thế thương mại,V.16,31.555.035.363,37.328.499.065,,,31555035363.0,37328499065.0
270,270,270,TỔNG CỘNG TÀI SẢN,,77.308.202.811.930,74.785.293.839.777,,,77308202811930.0,74785293839777.0
