row_label_raw,row_label_full,02.1. Chứng khoán kinh doanh,31/12/2018 > Giá gốc,31/12/2018 > Dự phòng,31/12/2018 > Giá trị hợp lý,01/06/2018 > Giá gốc,01/06/2018 > Dự phòng,01/06/2018 > Giá trị hợp lý,numeric__31/12/2018 > Giá gốc,numeric__31/12/2018 > Dự phòng,numeric__31/12/2018 > Giá trị hợp lý,numeric__01/06/2018 > Giá gốc,numeric__01/06/2018 > Dự phòng,numeric__01/06/2018 > Giá trị hợp lý
Công ty CP Xi măng Sài Sơn (SCJ),Công ty CP Xi măng Sài Sơn (SCJ),Công ty CP Xi măng Sài Sơn (SCJ),1.186.747.500,(850.747.500),336.000.000,1.186.747.500,(1.018.747.500),168.000.000,1186747500.0,-850747500.0,336000000.0,1186747500.0,-1018747500.0,168000000.0
Công ty CP Phát triển Đô thị Kinh Bắc (KBC),Công ty CP Phát triển Đô thị Kinh Bắc (KBC),Công ty CP Phát triển Đô thị Kinh Bắc (KBC),2.934.236.720,(2.145.236.720),789.000.000,2.934.236.720,(2.178.236.720),756.000.000,2934236720.0,-2145236720.0,789000000.0,2934236720.0,-2178236720.0,756000000.0
Công ty CP Đầu tư và Công nghiệp Tân Tạo (ITA),Công ty CP Đầu tư và Công nghiệp Tân Tạo (ITA),Công ty CP Đầu tư và Công nghiệp Tân Tạo (ITA),1.442.160.000,(1.232.121.600),210.038.400,1.442.160.000,(1.289.092.800),153.067.200,1442160000.0,-1232121600.0,210038400.0,1442160000.0,-1289092800.0,153067200.0
Ngân hàng Thương mại Cổ phần Á Châu (ACB),Ngân hàng Thương mại Cổ phần Á Châu (ACB),Ngân hàng Thương mại Cổ phần Á Châu (ACB),3.847.587,0,3.847.587,3.847.587,0,3.847.587,3847587.0,0.0,3847587.0,3847587.0,0.0,3847587.0
Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội (SHB),Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội (SHB),Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội (SHB),396.792,0,396.792,396.792,0,396.792,396792.0,0.0,396792.0,396792.0,0.0,396792.0
Công ty CP Công nghiệp Cao su Miền Nam (CSM),Công ty CP Công nghiệp Cao su Miền Nam (CSM),Công ty CP Công nghiệp Cao su Miền Nam (CSM),28.400.000,0,28.400.000,28.400.000,0,28.400.000,28400000.0,0.0,28400000.0,28400000.0,0.0,28400000.0
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Thái Bình Dương (PPI),Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Thái Bình Dương (PPI),Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Thái Bình Dương (PPI),4.096.741.500,(3.286.497.070),810.244.430,4.096.741.500,0,4.096.741.500,4096741500.0,-3286497070.0,810244430.0,4096741500.0,0.0,4096741500.0
Công ty Cổ phần Bảo vệ Thực vật Sài Gòn (SPC),Công ty Cổ phần Bảo vệ Thực vật Sài Gòn (SPC),Công ty Cổ phần Bảo vệ Thực vật Sài Gòn (SPC),153.600.000,(57.000.000),96.600.000,153.600.000,0,153.600.000,153600000.0,-57000000.0,96600000.0,153600000.0,0.0,153600000.0
Công ty Cổ phần Phân lân Nung chảy Văn Điển (VAF),Công ty Cổ phần Phân lân Nung chảy Văn Điển (VAF),Công ty Cổ phần Phân lân Nung chảy Văn Điển (VAF),645.152.500,(186.938.100),458.214.400,645.152.500,0,645.152.500,645152500.0,-186938100.0,458214400.0,645152500.0,0.0,645152500.0
Công ty Cổ phần Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam (VRG),Công ty Cổ phần Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam (VRG),Công ty Cổ phần Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam (VRG),187.750.000,0,187.750.000,187.750.000,0,187.750.000,187750000.0,0.0,187750000.0,187750000.0,0.0,187750000.0
Công ty Cổ phần Địa ốc MB,Công ty Cổ phần Địa ốc MB,Công ty Cổ phần Địa ốc MB,1.095.397.161,0,1.095.397.161,1.095.397.161,0,1.095.397.161,1095397161.0,0.0,1095397161.0,1095397161.0,0.0,1095397161.0
Công ty Cổ phần Công nghiệp mới Kim Tự Tháp,Công ty Cổ phần Công nghiệp mới Kim Tự Tháp,Công ty Cổ phần Công nghiệp mới Kim Tự Tháp,68.237.000,(68.237.000),0,68.237.000,0,68.237.000,68237000.0,-68237000.0,0.0,68237000.0,0.0,68237000.0
Cộng,Cộng,Cộng,11.842.666.760,(7.826.777.990),4.015.888.770,11.842.666.760,(4.486.077.020),7.356.589.740,11842666760.0,-7826777990.0,4015888770.0,11842666760.0,-4486077020.0,7356589740.0
