row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
92,92,92,Công ty Cổ phần Khu công nghiệp Tân Bình,"Xã Tân Bình, huyện Bắc Tân Uyên, tỉnh Bình Dương","59,64%","95,00%","Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật khu công nghiệp; Kinh doanh nhà ở, cho thuê văn phòng, nhà xưởng, nhà kho, bến bãi",,,0.5964,0.95,
93,93,93,Công ty Cổ phần VRG Khải Hoàn,"Âp Cầu Sắt, xã Lai Hưng, huyện Bến Cát, tỉnh Bình Dương","51,04%","51,04%",Sản xuất găng tay y tế các loại,,,0.5104,0.5104,
94,94,94,Công ty TNHH Cao su Bolikhamxay Hà Tĩnh,"Tỉnh Bolikhamxay, nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,1.0,1.0,
95,95,95,Công ty TNHH Phát triển Cao su Tây Ninh Siêm Riệp,"Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay, Vương quốc Campuchia","60,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,0.6,1.0,
96,96,96,Công ty TNHH MTV VRG Oudomxay,"Tỉnh Oudomxay, nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,1.0,1.0,
97,97,97,Công ty TNHH VKETI,"Tỉnh Kratie, Vương quốc Campuchia","97,01%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,0.9701000000000001,1.0,
98,98,98,Công ty Cổ phần Cao su Đầu Tiếng Lai Châu,"Khu 2, thị trấn Than Uyên, huyện Than Uyên, tỉnh Lai Châu","99,97%","100,00%",Trồng cây cao su; Xây dựng nhà các loại; Khai thác quặng kim loại qui hiểm,,,0.9997,1.0,
99,99,99,Công ty TNHH Cao su Ea H’leo BM,"Tỉnh Ratanakiri, Vương quốc Campuchia","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,1.0,1.0,
100,100,100,Công ty TNHH Cao su Phước Hòa Đắk Lắk,"138 Hùng Vương, thị trấn Ea Súp, huyện Ea Súp, tỉnh Đắk Lắk","66,62%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,0.6662,1.0,
101,101,101,Công ty Cổ phần Cao su Mường Nhé Điện Biên,"Bản Mường Nhé, xã Mường Nhé, huyện Mường Nhé, tỉnh Điện Biên","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,1.0,1.0,
102,102,102,Công ty TNHH MTV Cao su Qua Van,"Tỉnh Salavan, nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mủ cao su",,,1.0,1.0,
103,103,103,Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,"269A Nguyễn Trọng Tuyền, phường 10, quận Phú Nhuận, TP. Hồ Chí Minh Đường Điện Biên Phù, Khu phố Ninh Thuận, thị trấn Lộc Ninh, huyện Lộc Ninh, tỉnh Bình Phước","50,00%","50,00%",Bán buôn cao su,,,0.5,0.5,
104,104,104,Công ty Cổ phần Gỗ Lộc Ninh,"Thôn 2, Xã Ia Jloi, huyện Ea Súp, tỉnh Đắk Lắk","95,54%","95,54%","Cưa, xè, bào gỗ và bảo quản gỗ; Khai thác gỗ; Sản xuất gỗ",,,0.9554,0.9554,
105,105,105,Công ty TNHH Cao su & Lâm nghiệp Phước Hòa - Đắk Lắk,"Thôn 2, Xã Ia Jloi, huyện Ea Súp, tỉnh Đắk Lắk","64,94%","97,48%",Trồng cây ăn quả; Chế biến và bảo quản rau quả; Trồng cây cao su; Sản xuất sản phẩm khác từ cao su,,,0.6494,0.9748,
106,106,106,Công ty TNHH Sản xuất Gỗ cao su Kon Tum,"Thôn 01, Xã Đắk La, Huyện Đắk Hà, Tỉnh Kon Tum","43,11%","51,00%","Khai thác gỗ và lâm sản khác; thu nhật sản phẩm từ rừng; Cưa, xè, bào gỗ và bảo quản gỗ.",,,0.4311,0.51,
