row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Từ ngày 01/06/2018 đến ngày 31/12/2018,Từ ngày 01/01/2018 đến ngày 31/05/2018,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Từ ngày 01/06/2018 đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018 đến ngày 31/05/2018
1,1,1,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,14.090.385.311.860,5.638.842.310.660,,,14090385311860.0,5638842310660.0
2,2,2,2. Các khoản giảm trừ doanh thu,VI.02,8.875.779.861,7.054.483.485,,,8875779861.0,7054483485.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),VI.03,14.081.509.531.999,5.631.787.827.175,,,14081509531999.0,5631787827175.0
11,11,11,4. Giá vốn hàng bán,VI.04,10.828.996.334.725,4.369.772.870.506,,,10828996334725.0,4369772870506.0
20,20,20,5. Lợi nhuận gộp về bán hàng và CCDV (10 - 11),,3.252.513.197.274,1.262.014.956.669,,,3252513197274.0,1262014956669.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.05,475.561.548.432,315.866.625.566,,,475561548432.0,315866625566.0
22,22,22,7. Chi phí tài chính,VI.06,507.157.535.829,283.108.187.470,,,507157535829.0,283108187470.0
23,23,23,Trong đó: Chi phí lãi vay,,380.378.828.037,222.226.372.158,,,380378828037.0,222226372158.0
24,24,24,"8. Phân lãi hoặc lỗ trong công ty liên doanh, liên kết",VI.07,233.590.938.169,75.889.616.426,,,233590938169.0,75889616426.0
25,25,25,9. Chi phí bán hàng,VI.08,326.404.985.273,139.457.345.185,,,326404985273.0,139457345185.0
26,26,26,10. Chi phí quản lý doanh nghiệp,VI.09,1.452.189.474.415,517.745.794.618,,,1452189474415.0,517745794618.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh (20+21-22+24-25-26),,1.675.913.688.358,713.459.871.388,,,1675913688358.0,713459871388.0
31,31,31,12. Thu nhập khác,VI.10,1.716.347.772.328,461.889.976.943,,,1716347772328.0,461889976943.0
32,32,32,13. Chi phí khác,VI.11,139.150.871.880,176.723.895.618,,,139150871880.0,176723895618.0
40,40,40,14. Lợi nhuận khác (31 - 32),,1.577.196.900.448,285.166.081.325,,,1577196900448.0,285166081325.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế (30+40),,3.253.110.588.806,998.625.952.713,,,3253110588806.0,998625952713.0
51,51,51,16. Chi phí thuế TNDN hiện hành,VI.12,748.458.586.298,252.818.919.038,,,748458586298.0,252818919038.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,VI.13,(40.275.330.608),(42.930.060.537),,,-40275330608.0,-42930060537.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),,2.544.927.333.116,788.737.094.212,,,2544927333116.0,788737094212.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,1.966.825.818.850,628.797.906.122,,,1966825818850.0,628797906122.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,578.101.514.266,159.939.188.090,,,578101514266.0,159939188090.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,,492,,,,492.0,
71,71,71,22. Lãi suy giảm trên cổ phiếu,,492,,,,492.0,
