row_label_raw,row_label_full,07. Tài sản thiếu chờ xử lý,31/12/2018 > Số lượng,31/12/2018 > Giá trị,01/06/2018 > Số lượng,01/06/2018 > Giá trị,numeric__31/12/2018 > Số lượng,numeric__31/12/2018 > Giá trị,numeric__01/06/2018 > Số lượng,numeric__01/06/2018 > Giá trị
- Tiền,- Tiền,- Tiền,,6.366.006.392,,6.366.006.392,,6366006392.0,,6366006392.0
"- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán",,991.658.889,,1.130.689.854,,991658889.0,,1130689854.0
- Tài sản cố định,- Tài sản cố định,- Tài sản cố định,,240.597.450,,240.597.450,,240597450.0,,240597450.0
- Tài sản khác,- Tài sản khác,- Tài sản khác,,13.743.156.962,,13.165.060.960,,13743156962.0,,13165060960.0
Cộng,Cộng,Cộng,,21.341.419.693,,20.902.354.656,,21341419693.0,,20902354656.0
