row_label_raw,row_label_full,22. Vay và nợ thuê tài chính,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,Từ ngày 01/06/2018 đến ngày 31/12/2018 > Tăng,Từ ngày 01/06/2018 đến ngày 31/12/2018 > Giảm,01/06/2018 > Giá trị,01/06/2018 > Số có khả năng trả nợ,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ,numeric__Từ ngày 01/06/2018 đến ngày 31/12/2018 > Tăng,numeric__Từ ngày 01/06/2018 đến ngày 31/12/2018 > Giảm,numeric__01/06/2018 > Giá trị,numeric__01/06/2018 > Số có khả năng trả nợ
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,3.367.803.433.696,3.367.803.433.696,3.959.483.863.129,4.023.455.573.126,3.431.775.143.693,3.431.775.143.693,3367803433696.0,3367803433696.0,3959483863129.0,4023455573126.0,3431775143693.0,3431775143693.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,1.775.566.152.396,1.775.566.152.396,2.898.662.948.432,3.786.773.675.274,2.663.676.879.238,2.663.676.879.238,1775566152396.0,1775566152396.0,2898662948432.0,3786773675274.0,2663676879238.0,2663676879238.0
- Các khoản đi vay,- Các khoản đi vay,- Các khoản đi vay,1.775.566.152.396,1.775.566.152.396,2.898.662.948.432,3.786.773.675.274,2.663.676.879.238,2.663.676.879.238,1775566152396.0,1775566152396.0,2898662948432.0,3786773675274.0,2663676879238.0,2663676879238.0
- Nợ thuê tài chính,- Nợ thuê tài chính,- Nợ thuê tài chính,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
- Trái phiếu phát hành,- Trái phiếu phát hành,- Trái phiếu phát hành,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,1.592.237.281.300,1.592.237.281.300,1.060.820.914.697,236.681.897.852,768.098.264.455,768.098.264.455,1592237281300.0,1592237281300.0,1060820914697.0,236681897852.0,768098264455.0,768098264455.0
- Các khoản đi vay,- Các khoản đi vay,- Các khoản đi vay,1.592.237.281.300,1.592.237.281.300,1.060.820.914.697,236.681.897.852,768.098.264.455,768.098.264.455,1592237281300.0,1592237281300.0,1060820914697.0,236681897852.0,768098264455.0,768098264455.0
- Nợ thuê tài chính,- Nợ thuê tài chính,- Nợ thuê tài chính,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
- Trái phiếu phát hành,- Trái phiếu phát hành,- Trái phiếu phát hành,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,10.031.645.617.218,10.031.645.617.218,2.623.329.157.039,2.795.756.764.002,10.204.073.224.181,10.204.073.224.181,10031645617218.0,10031645617218.0,2623329157039.0,2795756764002.0,10204073224181.0,10204073224181.0
- Các khoản đi vay,- Các khoản đi vay,- Các khoản đi vay,10.031.645.617.218,10.031.645.617.218,2.623.329.157.039,2.795.756.764.002,10.204.073.224.181,10.204.073.224.181,10031645617218.0,10031645617218.0,2623329157039.0,2795756764002.0,10204073224181.0,10204073224181.0
- Nợ thuê tài chính,- Nợ thuê tài chính,- Nợ thuê tài chính,0,0,,,0,0,0.0,0.0,,,0.0,0.0
- Trái phiếu phát hành,- Trái phiếu phát hành,- Trái phiếu phát hành,0,0,,,0,0,0.0,0.0,,,0.0,0.0
Cộng,Cộng,Cộng,13.399.449.050.914,13.399.449.050.914,6.582.813.020.168,6.819.212.337.128,13.635.848.367.874,13.635.848.367.874,13399449050914.0,13399449050914.0,6582813020168.0,6819212337128.0,13635848367874.0,13635848367874.0
