row_label_raw,row_label_full,Ông Nguyễn Huy Hưng,Chủ tịch,numeric__Chủ tịch
Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Phó Chủ tịch,
Bà Hồ Thị Cẩm Vân,Bà Hồ Thị Cẩm Vân,Bà Hồ Thị Cẩm Vân,Thành viên (Thôi kiểm nhiệm Người phụ trách kiểm toán nội bộ từ ngày 04/07/2024),
Ông Trần Tấn Đức,Ông Trần Tấn Đức,Ông Trần Tấn Đức,Thành viên (Bổ nhiệm ngày 28/02/2024),
Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Thành viên (Miễn nhiễm ngày 28/02/2024),
Ông Nguyễn Văn Hiền,Ông Nguyễn Văn Hiền,Ông Nguyễn Văn Hiền,Thành viên (Bổ nhiệm ngày 27/12/2024),
