row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2024VND,01/01/2024VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=110+130+140+150),100,,1.418.418.753.929,1.222.792.562.049,,100.0,,1418418753929.0,1222792562049.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,120.678.088.850,218.536.274.681,,110.0,51.0,120678088850.0,218536274681.0
1.,1.,1.,Tiền,111,,120.678.088.850,198.536.274.681,,111.0,,120678088850.0,198536274681.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,20.000.000.000,,112.0,,,20000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,305.139.469.411,248.713.469.141,,130.0,,305139469411.0,248713469141.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.2,408.237.795.595,343.342.902.042,,131.0,52.0,408237795595.0,343342902042.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,5.3,352.420.166.340,363.466.568.795,,132.0,53.0,352420166340.0,363466568795.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.4,219.311.727.868,220.172.742.237,,136.0,54.0,219311727868.0,220172742237.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.5,(1.323.912.263.535),(1.337.600.637.067),,137.0,55.0,-1323912263535.0,-1337600637067.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,5.6,649.082.043.143,659.331.893.134,,139.0,56.0,649082043143.0,659331893134.0
IV.,IV.,IV.,Hàng tồn kho,140,5.7,843.262.589.484,609.362.083.698,,140.0,57.0,843262589484.0,609362083698.0
1.,1.,1.,Hàng tồn kho,141,,853.424.932.030,618.441.344.204,,141.0,,853424932030.0,618441344204.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(10.162.342.546),(9.079.260.506),,149.0,,-10162342546.0,-9079260506.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,149.338.606.184,146.180.734.529,,150.0,,149338606184.0,146180734529.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.8,8.881.728.760,7.512.418.210,,151.0,58.0,8881728760.0,7512418210.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,136.552.894.191,134.721.579.464,,152.0,,136552894191.0,134721579464.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.17,3.903.983.233,3.946.736.855,,153.0,517.0,3903983233.0,3946736855.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.073.063.578.442,3.121.558.691.560,,200.0,,3073063578442.0,3121558691560.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,654.631.312.654,625.661.483.279,,210.0,,654631312654.0,625661483279.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,5.2,654.472.246.120,625.502.416.745,,211.0,52.0,654472246120.0,625502416745.0
6.,6.,6.,Phải thu dài hạn khác,216,5.4,159.066.534,159.066.534,,216.0,54.0,159066534.0,159066534.0
II.,II.,II.,Tài sản cố định,220,,1.514.594.654.988,1.591.459.096.051,,220.0,,1514594654988.0,1591459096051.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.9,1.370.222.943.522,1.444.252.810.087,,221.0,59.0,1370222943522.0,1444252810087.0
,,,- Nguyên giá,222,,4.298.886.492.518,4.278.453.452.703,,222.0,,4298886492518.0,4278453452703.0
,,,- Giá trị hao mòn lũy kế,223,,(2.928.663.548.996),(2.834.200.642.616),,223.0,,-2928663548996.0,-2834200642616.0
3.,3.,3.,Tài sản cố định vô hình,227,5.10,144.371.711.466,147.206.285.964,,227.0,510.0,144371711466.0,147206285964.0
,,,- Nguyên giá,228,,186.772.851.485,186.772.851.485,,228.0,,186772851485.0,186772851485.0
