row_label_raw,row_label_full,Chỉ tiêu,Năm 2023,Năm 2024,numeric__Năm 2023,numeric__Năm 2024
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,12.536.850.871.412,11.300.673.095.465,12536850871412.0,11300673095465.0
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,3.567.542.452,4.303.134.291,3567542452.0,4303134291.0
