row_label_raw,row_label_full,Họ và tên > Ông Trần Tấn Đức,Chức danh > Tổng Giám đốc (Bổ nhiệm ngày 27/02/2024); Thành viên HĐQT (Bổ nhiệm ngày 28/02/2024),Năm 2024 VND > 528.000.000,Năm 2023 VND > 583.779.000,numeric__Chức danh > Tổng Giám đốc (Bổ nhiệm ngày 27/02/2024); Thành viên HĐQT (Bổ nhiệm ngày 28/02/2024),numeric__Năm 2024 VND > 528.000.000,numeric__Năm 2023 VND > 583.779.000
Ông Bạch Ngọc Văn,Ông Bạch Ngọc Văn,Ông Bạch Ngọc Văn,Phó Tổng Giám đốc,462.000.000,515.020.000,,462000000.0,515020000.0
Ông Trần Hoàng Ngân,Ông Trần Hoàng Ngân,Ông Trần Hoàng Ngân,Phó Tổng Giám đốc,462.000.000,442.860.000,,462000000.0,442860000.0
Ông Nguyễn Văn Hiển,Ông Nguyễn Văn Hiển,Ông Nguyễn Văn Hiển,Phó Tổng Giám đốc,462.000.000,442.860.000,,462000000.0,442860000.0
Ông Nguyễn Vương Quốc,Ông Nguyễn Vương Quốc,Ông Nguyễn Vương Quốc,Kế toán trường,422.400.000,463.842.000,,422400000.0,463842000.0
