row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Tình chất giao dịch,Năm 2024 VND,Năm 2023 VND,numeric__Mối quan hệ,numeric__Tình chất giao dịch,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Các giao dịch bán hàng,Các giao dịch bán hàng,Các giao dịch bán hàng,,,97.976.592.332,100.247.134.606,,,97976592332.0,100247134606.0
Công ty Cổ phần Bao bì Tiền Giang,Công ty Cổ phần Bao bì Tiền Giang,Công ty Cổ phần Bao bì Tiền Giang,Công ty con,Bán hàng,5.775.930,6.151.851,,,5775930.0,6151851.0
Công ty Cổ phần Lương thực Bình Định,Công ty Cổ phần Lương thực Bình Định,Công ty Cổ phần Lương thực Bình Định,Công ty con,Bán hàng,-,23.349.900.000,,,,23349900000.0
Công ty cổ phần Xuất nhập khẩu Kiên Giang,Công ty cổ phần Xuất nhập khẩu Kiên Giang,Công ty cổ phần Xuất nhập khẩu Kiên Giang,Công ty con,Bán hàng,55.025.644.470,28.371.999.154,,,55025644470.0,28371999154.0
Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty con,Bán hàng,48.306.949,49.154.502,,,48306949.0,49154502.0
Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty con,Bán hàng,23.885.446,22.204.362,,,23885446.0,22204362.0
Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty con,Bán hàng,12.596.506.944,17.015.430.807,,,12596506944.0,17015430807.0
Công ty Cổ phần Sài Gòn Lương thực,Công ty Cổ phần Sài Gòn Lương thực,Công ty Cổ phần Sài Gòn Lương thực,Công ty con,Bán hàng,9.944.444,16.507.830,,,9944444.0,16507830.0
Công ty CP Lương thực thực phẩm Colusa - Miliket,Công ty CP Lương thực thực phẩm Colusa - Miliket,Công ty CP Lương thực thực phẩm Colusa - Miliket,Công ty liên kết,Bán hàng,30.266.528.149,31.147.436.100,,,30266528149.0,31147436100.0
CTCP XNK NSTP An Giang,CTCP XNK NSTP An Giang,CTCP XNK NSTP An Giang,Công ty con,Bán hàng,-,268.350.000,,,,268350000.0
Các giao dịch mua hàng,Các giao dịch mua hàng,Các giao dịch mua hàng,,,269.830.818.834,32.991.169.648,,,269830818834.0,32991169648.0
Công ty Cổ phần Bao bì Tiền Giang,Công ty Cổ phần Bao bì Tiền Giang,Công ty Cổ phần Bao bì Tiền Giang,Công ty con,Mua hàng,24.468.153.990,21.950.675.440,,,24468153990.0,21950675440.0
Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty con,Mua hàng,55.705.485.111,8.007.351.350,,,55705485111.0,8007351350.0
Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Công ty con,Mua hàng,134.670.786.000,113.142.858,,,134670786000.0,113142858.0
Công ty CP Lương thực TP. HCM,Công ty CP Lương thực TP. HCM,Công ty CP Lương thực TP. HCM,Công ty con,Mua hàng,54.920.383.333,-,,,54920383333.0,
Công ty cổ phần Lương thực thực phẩm SAFOCO,Công ty cổ phần Lương thực thực phẩm SAFOCO,Công ty cổ phần Lương thực thực phẩm SAFOCO,Công ty con,Mua hàng,66.010.400,2.920.000.000,,,66010400.0,2920000000.0
Cổ tức,Cổ tức,Cổ tức,,,56.029.729.000,41.963.204.000,,,56029729000.0,41963204000.0
Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Công ty con,Cổ tức,7.944.300.000,4.237.000.000,,,7944300000.0,4237000000.0
Công ty Cổ phần Lương thực Bình Định,Công ty Cổ phần Lương thực Bình Định,Công ty Cổ phần Lương thực Bình Định,Công ty con,Cổ tức,17.952.000.000,8.160.000.000,,,17952000000.0,8160000000.0
Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty con,Cổ tức,7.760.160.000,4.720.764.000,,,7760160000.0,4720764000.0
Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty con,Cổ tức,18.539.829.000,21.012.000.000,,,18539829000.0,21012000000.0
Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Công ty liên kết,Cổ tức,3.833.440.000,3.833.440.000,,,3833440000.0,3833440000.0
