row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÀNG CÂN ĐỔI KẾ TOÁN,BÀNG CÂN ĐỔI KẾ TOÁN,BÀNG CÂN ĐỔI KẾ TOÁN,5 - 6,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÀNG CÂN ĐỔI KẾ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,7,7.0
BÁO CÁO LƯU CHUYỄN TIỀN TỆ,BÀNG CÂN ĐỔI KẾ TOÁN > BÁO CÁO LƯU CHUYỄN TIỀN TỆ,BÁO CÁO LƯU CHUYỄN TIỀN TỆ,8,8.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,9 - 26,
THÔNG TIN BỔ SUNG,THÔNG TIN BỔ SUNG,THÔNG TIN BỔ SUNG,27 - 30,
