row_label_raw,row_label_full,Chỉ tiêu,Số đầu năm > Giá trịVND,Số đầu năm > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,Số cuối năm > Giá trịVND,Số cuối năm > Số có khả năngtrả nợVND,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__Số cuối năm > Giá trịVND,numeric__Số cuối năm > Số có khả năngtrả nợVND
Vay dài hạn (VND),Vay dài hạn (VND),Vay dài hạn (VND),654.643.132.429,654.643.132.429,,479.645.173.327,174.997.959.102,174.997.959.102,654643132429.0,654643132429.0,,479645173327.0,174997959102.0,174997959102.0
Cộng,Cộng,Cộng,654.643.132.429,654.643.132.429,-,479.645.173.327,174.997.959.102,174.997.959.102,654643132429.0,654643132429.0,,479645173327.0,174997959102.0,174997959102.0
