row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,,
Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Các khoản tương đương tiền > Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,4.653.862.834,7.547.609.287,4653862834.0,7547609287.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
Công ty Cổ phần FPT,Các khoản phải thu > Công ty Cổ phần FPT,Công ty Cổ phần FPT,136.059.000,102.239.307,136059000.0,102239307.0
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Các khoản phải thu > Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),267.666.411.152,188.445.614.166,267666411152.0,188445614166.0
Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Các khoản phải thu > Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),3.439.554.508,3.601.404.768,3439554508.0,3601404768.0
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Các khoản phải thu > Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,-,10.882.725.611,,10882725611.0
Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Các khoản phải thu > Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),-,168.784.891.499,,168784891499.0
Công ty TNHH Hệ thống thông tin FPT (FIS),Các khoản phải thu > Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),407.922.194,66.448.800,407922194.0,66448800.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Các khoản phải thu > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),837.236.720,662.022.246,837236720.0,662022246.0
Công ty Cổ phần Synnex FPT (FTG),Các khoản phải thu > Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),193.161.228,273.255.255,193161228.0,273255255.0
Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,,
Công ty Cổ phần FPT,Các khoản phải trả > Công ty Cổ phần FPT,Công ty Cổ phần FPT,17.057.495.371,76.497.617.496,17057495371.0,76497617496.0
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Các khoản phải trả > Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),33.110.000,374.411.670,33110000.0,374411670.0
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Các khoản phải trả > Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,-,97.829.580.852,,97829580852.0
Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Các khoản phải trả > Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),1.346.656.962,321.943.600,1346656962.0,321943600.0
Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Các khoản phải trả > Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),-,179.411.932.891,,179411932891.0
Công ty TNHH Hệ thống thông tin FPT (FIS),Các khoản phải trả > Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),51.446.593,64.917.178.700,51446593.0,64917178700.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Các khoản phải trả > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),359.829.820,520.434.951,359829820.0,520434951.0
Công ty TNHH Phân phối FPT (FDC),Các khoản phải trả > Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),-,57.999.997,,57999997.0
Công ty Cổ phần Synnex FPT (FTG),Các khoản phải trả > Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),23.818.574.679,78.232.770,23818574679.0,78232770.0
Công ty TNHH Phân mềm FPT,Các khoản phải trả > Công ty TNHH Phân mềm FPT,Công ty TNHH Phân mềm FPT,-,1.754.830,,1754830.0
Công ty TNHH Dịch vụ tin học FPT (FSC),Các khoản phải trả > Công ty TNHH Dịch vụ tin học FPT (FSC),Công ty TNHH Dịch vụ tin học FPT (FSC),-,1.776.500.000,,1776500000.0
