row_label_raw,row_label_full,Chỉ tiêu,Số năm trước (đã phát hành),Số năm trước (trình bày lại),Điều chính hồi tố,numeric__Số năm trước (đã phát hành),numeric__Số năm trước (trình bày lại),numeric__Điều chính hồi tố
,,,VND,VND,VND,,,
BẢNG CẦN ĐỐI KẾ TOÁNC. NỘ PHẢI TRẢ3. Thuế và các khoản phải nộp Nhà nướcD. VỐN CHỦ SỰ HỮU5. Lợi nhuận sau thuế chưa phân phối- Lợi nhuận sau thuế chưa phân phối lũy kế đếncuỗi năm trước- Lợi nhuận sau thuế chưa phân phối năm nay,BẢNG CẦN ĐỐI KẾ TOÁNC. NỘ PHẢI TRẢ3. Thuế và các khoản phải nộp Nhà nướcD. VỐN CHỦ SỰ HỮU5. Lợi nhuận sau thuế chưa phân phối- Lợi nhuận sau thuế chưa phân phối lũy kế đếncuỗi năm trước- Lợi nhuận sau thuế chưa phân phối năm nay,BẢNG CẦN ĐỐI KẾ TOÁNC. NỘ PHẢI TRẢ3. Thuế và các khoản phải nộp Nhà nướcD. VỐN CHỦ SỰ HỮU5. Lợi nhuận sau thuế chưa phân phối- Lợi nhuận sau thuế chưa phân phối lũy kế đếncuỗi năm trước- Lợi nhuận sau thuế chưa phân phối năm nay,40.120.991.889780.149.508.348528.094.092.739,190.945.132.183663.041.017.130494.378.443.663,150.824.140.294117.108.491.21833.715.649.076,4.0120991889780148e+34,1.9094513218366304e+35,1.508241402941171e+34
BÁO CÁO KẾT QUÀ KINH DOANH15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành17. Lợi nhuận sau thuế thu nhập doanh nghiệp,BÁO CÁO KẾT QUÀ KINH DOANH15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành17. Lợi nhuận sau thuế thu nhập doanh nghiệp,BÁO CÁO KẾT QUÀ KINH DOANH15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành17. Lợi nhuận sau thuế thu nhập doanh nghiệp,68.803.482.537851.385.875.600,102.519.131.613817.670.226.524,33.715.649.076(33.715.649.076),6.880348253785138e+22,1.0251913161381767e+23,
