row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với doanh thu cho thuê đất đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với doanh thu cho thuê đất đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với doanh thu cho thuê đất đã được ghi nhận,197.705.198.470,226.880.785.092,197705198470.0,226880785092.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,47.068.228.971,59.864.605.235,47068228971.0,59864605235.0
Tiền thuê đất trích trước,Ngắn hạn > Tiền thuê đất trích trước,Tiền thuê đất trích trước,40.889.509.387,37.513.311.365,40889509387.0,37513311365.0
Chi phí dịch vụ mua ngoài,Ngắn hạn > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.519.554.059,33.421.865.503,1519554059.0,33421865503.0
Chi phí phải trả bên liên quan(Thuyết minh số 29),Ngắn hạn > Chi phí phải trả bên liên quan(Thuyết minh số 29),Chi phí phải trả bên liên quan(Thuyết minh số 29),53.845.255.054,13.023.831.373,53845255054.0,13023831373.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,341.027.745.941,370.704.398.568,341027745941.0,370704398568.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi trái phiếu phải trả (*),Dài hạn > Chi phí lãi trái phiếu phải trả (*),Chi phí lãi trái phiếu phải trả (*),931.212.601.166,872.632.073.279,931212601166.0,872632073279.0
Chi phí phải trả bên liên quan(Thuyết minh số 29),Dài hạn > Chi phí phải trả bên liên quan(Thuyết minh số 29),Chi phí phải trả bên liên quan(Thuyết minh số 29),129.648.195.425,59.297.564.042,129648195425.0,59297564042.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.060.860.796.591,931.929.637.321,1060860796591.0,931929637321.0
