row_label_raw,row_label_full,col_0,Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,50.845.629.310,17.945.219.000,50845629310.0,17945219000.0
Công ty Cổ phần Đầu tư Vạn Lợi Phát,Công ty Cổ phần Đầu tư Vạn Lợi Phát,Công ty Cổ phần Đầu tư Vạn Lợi Phát,17.434.739.907,3.894.688.150,17434739907.0,3894688150.0
Công ty TNHH Xây dựng và Thương mại Hữu Anh,Công ty TNHH Xây dựng và Thương mại Hữu Anh,Công ty TNHH Xây dựng và Thương mại Hữu Anh,13.064.216.727,4.527.008.052,13064216727.0,4527008052.0
Công ty Cổ phần Kinh doanh Bất động sản HP Land,Công ty Cổ phần Kinh doanh Bất động sản HP Land,Công ty Cổ phần Kinh doanh Bất động sản HP Land,13.019.970.115,13.019.970.115,13019970115.0,13019970115.0
Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,4.246.101.400,22.474.163.008,4246101400.0,22474163008.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,51.022.622.647,29.222.619.098,51022622647.0,29222619098.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,149.633.280.106,91.083.667.423,149633280106.0,91083667423.0
